name_key,name,base_wrc_vs_r,base_wrc_vs_l
juan sanchez,Juan Sanchez,24.2327651,28.9217397
danny gonzalez,Danny Gonzalez,4.7494149,9.07816911
jesus machado,Jesus Machado,6.31971336,11.3614818
roc riggio,Roc Riggio,89.7897511,57.7260347
andy yerzy,Andy Yerzy,68.8257288,40.1295281
leandy mella,Leandy Mella,-2.6307559,-18.703743
brett auerbach,Brett Auerbach,67.9024809,75.8399864
anderson de los santos,Anderson De Los Santos,51.3239834,58.464138
logan braunschweig,Logan Braunschweig,59.6314848,33.3003024
anderson machado,Anderson Machado,-2.1705087,2.70814151
josue brito,Josue Brito,23.1654065,30.345292
gregori cano,Gregori Cano,11.0670865,-10.203259
alan angulo,Alan Angulo,12.4881771,15.8655051
cj alexander,CJ Alexander,77.7593692,49.741664
randy bednar,Randy Bednar,33.6361623,40.0859791
dylan orae,Dylan O'Rae,77.2948355,52.2321558
yasiel puig,Yasiel Puig,74.0681556,81.4789372
dayro perez,Dayro Perez,22.1128956,28.0931841
seby zavala,Seby Zavala,55.5754164,66.0496022
dillon head,Dillon Head,45.1150718,21.6930656
ryan waldschmidt,Ryan Waldschmidt,101.105752,108.880188
ricardo romero,Ricardo Romero,29.625969,10.7879907
alex de jesus,Alex De Jesus,62.4868276,70.2924203
brandon marsh,Brandon Marsh,111.872889,76.5400678
jordan diaz,Jordan Diaz,86.2326097,97.3431675
gregory polanco,Gregory Polanco,80.4573712,48.4320957
daniel meza,Daniel Meza,-2.0877341,-19.892915
jacob cozart,Jacob Cozart,76.0186857,46.8813278
ryan mountcastle,Ryan Mountcastle,97.575638,111.231492
yunior quezada,Yunior Quezada,10.3556176,-10.83208
ronald acuna,Ronald Acuna,144.516462,156.299761
luis mieses,Luis Mieses,74.0420618,45.9048009
juan benjamin,Juan Benjamin,54.8456835,57.8629805
aaron sabato,Aaron Sabato,68.1719865,77.8278594
nick martini,Nick Martini,93.1119313,70.5374926
nick ahmed,Nick Ahmed,53.4760134,62.1337244
blake wright,Blake Wright,55.3863579,61.8058475
michael trautwein,Michael Trautwein,62.9092822,32.620349
yeniel laboy,Yeniel Laboy,34.0319135,10.9259348
richie martin,Richie Martin,61.9514262,68.9182113
raul pereira,Raul Pereira,5.36290163,9.00177804
carlos tirado,Carlos Tirado,14.8689338,-7.2119699
eli white,Eli White,80.3242774,90.3595658
will wilson,Will Wilson,62.4077929,71.0136118
hayden senger,Hayden Senger,60.2690895,65.6001147
anthony tandron,Anthony Tandron,3.16489511,7.67384342
nathan archer,Nathan Archer,29.6394049,5.46331432
tyler naquin,Tyler Naquin,74.487953,45.5841299
cris rodriguez,Cris Rodriguez,18.97997,24.827158
colt keith,Colt Keith,117.275101,90.0667258
josue de paula,Josue De Paula,84.301731,53.0483643
vladimir guerrero,Vladimir Guerrero,148.383033,163.787704
capri ortiz,Capri Ortiz,43.1551323,45.1397856
thomas gavello,Thomas Gavello,72.7714727,45.1520739
miguel bleis,Miguel Bleis,65.6914312,73.4032647
ethan anderson,Ethan Anderson,75.1856881,75.9689572
anthony abreu,Anthony Abreu,-2.9367598,-23.544675
marcus brown,Marcus Brown,39.8024969,20.5162066
malvin valdez,Malvin Valdez,22.2166456,28.6367942
michael brantley,Michael Brantley,105.267945,73.9412592
zach reks,Zach Reks,76.307367,49.9963135
armani smith,Armani Smith,75.7927736,84.447704
leandro pineda,Leandro Pineda,80.3777586,51.9381548
christian arroyo,Christian Arroyo,66.3136384,71.5064968
christopher alvarado,Christopher Alvarado,13.5634963,18.4222884
angel garcia,Angel Garcia,12.8711014,17.0553426
tyler tolbert,Tyler Tolbert,64.2880973,71.4920834
wilmeyber penuela,Wilmeyber Penuela,-3.6585951,
grae kessinger,Grae Kessinger,63.9796363,73.1005717
yaxson lucena,Yaxson Lucena,35.9251167,14.0320824
abel bastidas,Abel Bastidas,26.5953642,30.5290886
ramon laureano,Ramon Laureano,102.423848,116.341509
esmil valencia,Esmil Valencia,40.4794623,46.5180576
juan tomas,Juan Tomas,-5.382269,-3.6169991
jose verdugo,Jose Verdugo,15.3871355,19.6181887
jim haley,Jim Haley,66.4928917,73.6050425
ronald ramirez,Ronald Ramirez,10.3193022,14.5841366
ryan picollo,Ryan Picollo,15.0895459,22.4182849
enmanuel bonilla,Enmanuel Bonilla,2.18030745,7.94076836
matt chapman,Matt Chapman,110.425111,124.189373
cade marlowe,Cade Marlowe,78.8408072,51.1832112
jake holton,Jake Holton,83.4591223,91.4512216
fernando caldera,Fernando Caldera,17.5156398,24.0429202
alan frias,Alan Frias,-4.824541,0.67230202
michael sandle,Michael Sandle,61.0950916,68.3000934
isais chavez,Isais Chavez,0.2632327,5.08272152
michael siani,Michael Siani,67.3217286,45.1053962
sean murphy,Sean Murphy,96.5323719,103.015325
gage miller,Gage Miller,66.8979138,72.584757
narciso crook,Narciso Crook,69.144452,82.4915838
fabian pertuz,Fabian Pertuz,51.1184246,58.3336477
jordan brewer,Jordan Brewer,69.20595900000001,76.5425425
estuar suero,Estuar Suero,4.48417939,5.90090812
diego gonzalez,Diego Gonzalez,26.5622449,32.2076217
jackson glenn,Jackson Glenn,58.7529413,65.9538715
aiden taurek,Aiden Taurek,43.3593263,49.0508009
michael gigliotti,Michael Gigliotti,81.1382714,50.9545757
max wagner,Max Wagner,60.8349986,68.8627351
kevin sim,Kevin Sim,35.8019697,41.3451644
denzer guzman,Denzer Guzman,66.9181084,76.5208172
erick arosemena,Erick Arosemena,7.97847408,12.9484002
dominic smith,Dominic Smith,96.1036966,75.7240455
juan soto,Juan Soto,175.338658,141.40041
raypatrick didder,Ray-Patrick Didder,54.8722529,61.1058787
jeremy rodriguez,Jeremy Rodriguez,37.2753603,18.1174371
ezequiel pena,Ezequiel Pena,30.7473202,12.6381725
joshua kurodagrauer,Joshua Kuroda-Grauer,81.0038901,86.3465651
tomas nido,Tomas Nido,60.1796291,66.7900208
jose altuve,Jose Altuve,111.371759,120.443581
donta williams,Donta' Williams,66.468571,38.5491519
carlos cortes,Carlos Cortes,102.832707,79.1372167
jace bohrofen,Jace Bohrofen,81.4452668,50.3030605
kade kretzschmar,Kade Kretzschmar,56.8816004,32.404521
heison sanchez,Heison Sanchez,20.3301564,1.00261107
nasim nunez,Nasim Nunez,79.1121647,91.3207212
chris gittens,Chris Gittens,80.1345044,94.6694917
jimmy crooks,Jimmy Crooks,90.6079668,69.0484757
alexander martinez,Alexander Martinez,15.1416032,20.3703754
carlos de la cruz,Carlos De La Cruz,60.4374135,68.5912357
juan brito,Juan Brito,94.4763115,92.7201844
garrett hampson,Garrett Hampson,59.2890902,70.5570838
yasel antuna,Yasel Antuna,70.8530712,69.3104257
luis luna,Luis Luna,-3.4829513,-0.1195778
andrew stevenson,Andrew Stevenson,87.8675037,63.2239709
diosbel arias,Diosbel Arias,57.1075767,64.5048922
andrew knizner,Andrew Knizner,81.3140639,84.0462241
ed howard,Ed Howard,39.5495875,46.104878
victor rodriguez,Victor Rodriguez,-1.4369342,4.0074312
tavano baker,Tavano Baker,13.1532015,-7.5187082
kevin watson,Kevin Watson Jr,53.7610208,29.2755318
jack moss,Jack Moss,54.6709055,29.4833163
jean joseph,Jean Joseph,35.5164228,40.2969
daniel vogelbach,Daniel Vogelbach,108.501062,68.1717949
delvin perez,Delvin Perez,60.0315391,66.3245374
hector nieves,Hector Nieves,62.9376508,36.7474052
javier acevedo,Javier Acevedo,15.9484565,-4.5453494
francisco loreto,Francisco Loreto,3.62264455,7.91391463
lexer saduy,Lexer Saduy,42.0409226,17.8356439
jose aular,Jose Aular,6.52338802,10.5053852
josh sale,Josh Sale,78.9550707,47.1138587
eric brown,Eric Brown,50.7889677,57.0623579
luis cova,Luis Cova,27.3802354,33.467494
kevin ereu,Kevin Ereu,-2.6315606,1.4244512
emmanuel rodriguez,Emmanuel Rodriguez,103.453319,68.5012447
victor robles,Victor Robles,91.5357455,99.8451327
dylan jasso,Dylan Jasso,67.820024,75.2312405
will mcgillis,Will McGillis,31.7007743,37.404366
martin tamara,Martin Tamara,-0.5765263,3.47647718
avinson pinto,Avinson Pinto,17.7759249,0.4620785
brett sullivan,Brett Sullivan,72.3141013,49.0917969
johnny olmstead,Johnny Olmstead,61.055928,67.6956924
brenton doyle,Brenton Doyle,77.3879271,90.8313996
bryce ball,Bryce Ball,69.0020662,39.3720263
tim borden,Tim Borden,38.3375853,43.9307188
matt kroon,Matt Kroon,79.1917272,87.1733361
jose monserrate,Jose Monserrate,9.37043923,15.180961
christian walker,Christian Walker,100.965449,110.660819
adam zebrowski,Adam Zebrowski,52.1475003,60.7289503
yorfran medina,Yorfran Medina,7.729335,13.5426894
miguel vargas,Miguel Vargas,102.949549,113.820457
erick alvarez,Erick Alvarez,31.6831017,37.33685
cristopfer gonzalez,Cristopfer Gonzalez,-3.2586028,2.36740423
jorge alfaro,Jorge Alfaro,62.028629,69.8508622
andruw musett,Andruw Musett,42.2187626,49.1972442
kendry chirinos,Kendry Chirinos,35.0668421,41.8338318
vaughn grissom,Vaughn Grissom,88.0492139,97.5098413
chris lanzilli,Chris Lanzilli,49.2598347,56.0587451
daylen lile,Daylen Lile,114.89415,91.4230863
john rhodes,John Rhodes,61.4798726,69.5676104
diego mosquera,Diego Mosquera,36.3869967,40.6117957
eriandys ramon,Eriandys Ramon,19.6622299,23.0215552
travis bazzana,Travis Bazzana,92.1425273,60.7162757
ivan brethowr,Ivan Brethowr,49.8237735,55.5497603
cristian feliz,Cristian Feliz,34.2835885,7.3733342
jacob hinderleider,Jacob Hinderleider,15.3018324,22.7201756
zach daniels,Zach Daniels,73.2684226,82.6752675
ricardo rosario,Ricardo Rosario,34.8273073,40.2789305
herlinton herrera,Herlinton Herrera,10.3537125,-8.6066782
dameury pena,Dameury Pena,49.5974808,53.8869594
demetrio crisantes,Demetrio Crisantes,67.9449616,74.8253972
john estevez,John Estevez,17.1902675,-4.3874945
spencer nivens,Spencer Nivens,86.1525389,55.7031951
andres villafane,Andres Villafane,18.4973403,-0.14888
canaan smithnjigba,Canaan Smith-Njigba,86.3980749,59.0260032
justin foscue,Justin Foscue,90.1054444,101.571555
parker chavers,Parker Chavers,73.4582049,46.1096531
robert calaz,Robert Calaz,47.8262317,54.6688217
yordani soto,Yordani Soto,6.05265555,7.63509961
terrin vavra,Terrin Vavra,77.7594832,57.0091221
kelvin diaz,Kelvin Diaz,23.3356727,29.9277146
jairo diaz,Jairo Diaz,33.4482137,12.2831412
andy atwood,Andy Atwood,54.5676716,60.4206903
myles smith,Myles Smith,42.1602338,15.6519635
junior perez,Junior Perez,73.3281295,83.5538907
dane myers,Dane Myers,80.7469522,94.3759756
devonte brown,Devonte Brown,66.966722,76.9902536
jt bain,J.T. Bain,-17.350271,-11.727733
omar mejia,Omar Mejia,2.00385414,7.78042346
gary sanchez,Gary Sanchez,92.5550419,104.071278
tyler wade,Tyler Wade,73.8307509,54.4064761
miguel amaya,Miguel Amaya,94.1072346,100.44043
kevin parada,Kevin Parada,65.6948326,74.122846
loidel chapelli,Loidel Chapelli,59.8062143,35.1542338
wilfri de la cruz,Wilfri De La Cruz,10.4629625,10.7243412
jheremy vargas,Jheremy Vargas,50.3981614,56.4592268
javier sanchez,Javier Sanchez,16.3279367,20.7662748
scott hurst,Scott Hurst,87.7772061,61.21734
zack collins,Zack Collins,80.3577289,50.9853661
colton vincent,Colton Vincent,23.2257142,27.5250685
terrell tatum,Terrell Tatum,71.7986366,43.6761291
grant witherspoon,Grant Witherspoon,72.8896114,42.6430304
max mcdowell,Max McDowell,48.6314119,54.3063499
brice turang,Brice Turang,109.890191,86.796711
randy de jesus,Randy De Jesus,41.7765877,50.2174615
andruw monasterio,Andruw Monasterio,84.1991423,94.9705016
anthony huezo,Anthony Huezo,36.0486201,9.27478303
gleyber torres,Gleyber Torres,108.718533,122.534216
jean c gutierrez,Jean C. Gutierrez,-4.0974695,0.53748277
brent rooker,Brent Rooker,117.240381,135.140809
chase luttrell,Chase Luttrell,44.0297094,18.7265194
jonathan martinez,Jonathan Martinez,11.5270113,12.9510478
andrew velazquez,Andrew Velazquez,49.4017572,65.375708
max schuemann,Max Schuemann,80.3569148,88.8871951
josue briceno,Josue Briceno,96.0103616,64.2677434
andrew jenkins,Andrew Jenkins,52.5104895,58.8045469
elijah green,Elijah Green,29.9234099,38.7314398
munetaka murakami,Munetaka Murakami,126.716832,86.0073182
jimmy govern,Jimmy Govern,65.2611472,71.8323247
luis galan,Luis Galan,4.65411223,8.94983435
jeremiah boyd,Jeremiah Boyd,21.792389,28.339257
freddie freeman,Freddie Freeman,137.835316,112.512762
everett cooperi,Everett CooperI,40.5752913,20.6487251
francisco hernandez,Francisco Hernandez,42.889215,49.1132607
rodolfo castro,Rodolfo Castro,71.579909,95.2640163
bohan adderley,Bohan Adderley,-2.0852193,2.6684494
duncan pastore,Duncan Pastore,64.7476519,70.5623617
yoffry solano,Yoffry Solano,14.5457453,16.1942835
elis barreat,Elis Barreat,30.2054278,35.2434466
jonah bride,Jonah Bride,88.6214289,98.643788
manuel palencia,Manuel Palencia,60.6320158,67.1896844
jack winkler,Jack Winkler,55.0525198,62.4782918
elias marrero,Elias Marrero,-13.26335,-28.322523
luis marinez,Luis Marinez,9.71908986,15.7731134
milkar perez,Milkar Perez,52.828951,53.7804636
ruben santana,Ruben Santana,39.7537169,46.4398642
axel sanchez,Axel Sanchez,57.2442944,63.8796587
javier rivas,Javier Rivas,57.6386058,63.7614256
korey holland,Korey Holland,53.9088535,63.0156833
renair manrique,Renair Manrique,3.68318143,5.2001476
edgar lugo,Edgar Lugo,17.2746512,20.6304648
jacob nottingham,Jacob Nottingham,56.7542084,68.5625114
moises morales,Moises Morales,5.10594903,-14.570823
elio prado,Elio Prado,61.4948913,68.5547854
jorge bonifacio,Jorge Bonifacio,82.3482635,94.8315831
drew maggi,Drew Maggi,60.7031377,70.0534117
joey meneses,Joey Meneses,81.9101842,91.3996601
jefferson valladares,Jefferson Valladares,37.263063,42.8379486
max stassi,Max Stassi,71.9367245,83.7303512
jaset martinez,Jaset Martinez,24.2175582,-0.8011158
erik gonzalez,Erik Gonzalez,54.0405706,62.7954122
adrian santana,Adrian Santana,46.0246939,49.1922337
austin hays,Austin Hays,89.5580482,102.580062
cesar garcia,Cesar Garcia,-0.5485337,-19.257634
eduardo perez,Eduardo Perez,-2.5233611,2.87279274
joan gutierrez,Joan Gutierrez,9.69022778,-9.2189745
jeiker gudino,Jeiker Gudino,-0.6362189,2.96324362
jose alvarez,Jose Alvarez,69.6440279,76.5183168
victor acosta,Victor Acosta,39.779878,39.8140395
josh jung,Josh Jung,96.9492938,113.372856
barrett riebock,Barrett Riebock,37.8023277,13.5438599
james triantos,James Triantos,74.6152042,80.4855077
enrique bradfield,Enrique Bradfield,88.6424909,60.7097168
jacob campbell,Jacob Campbell,62.4970985,69.7895926
jose meza,Jose Meza,45.8235314,52.3613447
jud fabian,Jud Fabian,68.6566418,78.6816168
erubiel fuentes,Erubiel Fuentes,3.10455743,7.11662986
shea langeliers,Shea Langeliers,112.190451,123.64596
garrett spain,Garrett Spain,64.3075775,35.2457333
ramcell medina,Ramcell Medina,13.7071597,18.1111779
cole mcconnell,Cole McConnell,45.8136476,19.6408304
yonny hernandez,Yonny Hernandez,69.3777516,74.195181
rafe perich,Rafe Perich,49.7853572,49.6225529
carter johnson,Carter Johnson,19.893288,1.20675955
daniel cabrera,Daniel Cabrera,82.0219737,53.5045781
stephen hrustich,Stephen Hrustich,37.5852408,43.410693
juan santander,Juan Santander,28.4018446,33.997182
fernando hernandez,Fernando Hernandez,12.2578543,15.6349241
jose salas,Jose Salas,57.0979937,59.7685097
carlos matias,Carlos Matias,10.2247169,14.485792
derlin figueroa,Derlin Figueroa,50.9850024,25.7582626
joel dragoo,Joel Dragoo,33.3192108,40.2645193
cooper hummel,Cooper Hummel,90.5859934,98.7643107
saivel zayas,Saivel Zayas,3.87950856,9.23622714
royelny strop,Royelny Strop,4.05232094,-15.684117
angel gonzalez,Angel Gonzalez,16.9189492,-3.8680006
nestor miranda,Nestor Miranda,2.83557218,8.49107867
ryan nicholson,Ryan Nicholson,83.2931945,51.4094204
jairo pomares,Jairo Pomares,79.4713961,49.5034169
jt schwartz,JT Schwartz,84.9639723,57.3126777
avisail garcia,Avisail Garcia,64.79051,74.3355165
tayden hall,Tayden Hall,59.7779484,32.8236852
rosman verdugo,Rosman Verdugo,43.8597907,51.8339489
franco willias,Franco Willias,14.9044857,18.1208255
arnold prado,Arnold Prado,17.2426731,24.0291673
albert carpio,Albert Carpio,7.02127518,10.4561384
nick loftin,Nick Loftin,95.3085009,102.8176
santiago camacho,Santiago Camacho,19.6257969,19.4055031
byron buxton,Byron Buxton,114.44538,129.175509
roberto campos,Roberto Campos,66.5581571,74.1341277
juan torres,Juan Torres,22.5914279,26.3456105
byeongwoo jeon,Byeong-woo Jeon,55.483826,63.7231879
michell ojeda,Michell Ojeda,11.0390045,-6.8685462
nico perez,Nico Perez,36.5213348,42.6141001
jase bowen,Jase Bowen,72.210784,80.5810508
gj hill,GJ Hill,60.8821576,62.0496023
sam mongelli,Sam Mongelli,40.8524482,47.2324961
jean segura,Jean Segura,68.0683593,77.8779079
angel martinez,Angel Martinez,84.8524718,93.6149547
mateo gil,Mateo Gil,58.2459674,65.1328453
jac caglianone,Jac Caglianone,115.129445,96.8072147
jonny butler,Jonny Butler,78.195165,49.2159005
anderson areinamo,Anderson Areinamo,17.2880141,21.555055
willie maciver,Willie MacIver,80.077132,89.8774433
manuel beltre,Manuel Beltre,37.4565211,42.1379311
jose rivera,Jose Rivera,2.73306801,5.70415029
robinson chacon,Robinson Chacon,11.8230354,-7.7215807
buddy kennedy,Buddy Kennedy,90.0312185,98.9095948
matt reynolds,Matt Reynolds,68.6430088,79.6614137
carlos batista,Carlos Batista,-4.108301,1.99835615
brad cumbest,Brad Cumbest,13.1162328,19.1462913
chris williams,Chris Williams,68.1645026,77.58574
ivan melendez,Ivan Melendez,80.2815105,89.1651172
justin lavey,Justin Lavey,45.9428851,52.0208322
caleb farmer,Caleb Farmer,25.069192,30.1534889
maverick handley,Maverick Handley,65.0309508,72.6361467
chase valentine,Chase Valentine,26.1209739,32.0533387
daniel montano,Daniel Montano,80.6976375,49.83782
carlos mendoza,Carlos Mendoza,94.5942351,69.113487
breyson guedez,Breyson Guedez,32.3166215,11.747443
adrian rodriguez,Adrian Rodriguez,22.8460897,27.7388231
anthony bemboom,Anthony Bemboom,67.2362417,43.3396545
garrett pennington,Garrett Pennington,59.9069895,66.1575925
kehden hettiger,Kehden Hettiger,48.1830644,21.4042723
angel cruz,Angel Cruz,14.4577244,18.0202399
travis darnaud,Travis d'Arnaud,75.3953361,85.1396624
jake steels,Jake Steels,40.2338377,45.840631
bernard moon,Bernard Moon,32.3106989,37.1021815
ashly andujar,Ashly Andujar,11.7643166,15.7218732
ovandy frias,Ovandy Frias,-4.5743162,0.28082328
tucker toman,Tucker Toman,43.5543721,45.1060317
justin barry,Justin Barry,-0.3985795,3.96891582
morgan mccullough,Morgan McCullough,71.5382913,44.063553
nick schnell,Nick Schnell,77.8961009,47.2093953
silas ardoin,Silas Ardoin,62.3136007,71.0239884
anthony gutierrez,Anthony Gutierrez,50.9442898,56.4729459
alfredo benzan,Alfredo Benzan,21.4908707,24.1463608
micael ramirez,Micael Ramirez,61.4059393,67.9316114
shendrion martinus,Shendrion Martinus,-2.9530187,1.03690016
quincy nieporte,Quincy Nieporte,70.9786671,79.400392
carson demartini,Carson DeMartini,75.6222034,46.0980539
rylan bannon,Rylan Bannon,65.6460792,77.9023391
bubba alleyne,Bubba Alleyne,58.6390325,60.8780499
manuel cabrera,Manuel Cabrera,-1.2518338,3.13192305
matthew dyer,Matthew Dyer,64.0565785,73.2915442
corbin carroll,Corbin Carroll,139.270467,113.309867
omar narvaez,Omar Narvaez,76.2966236,51.7737996
dilan rosario,Dilan Rosario,60.2483531,67.6131386
yolmer sanchez,Yolmer Sanchez,62.4129005,65.2807852
mikey romero,Mikey Romero,78.1414711,49.1298793
elvis rijo,Elvis Rijo,26.8577446,31.0269448
colby smelley,Colby Smelley,63.6376948,70.3331423
ryan burrowes,Ryan Burrowes,35.4968759,40.7790799
daulton varsho,Daulton Varsho,104.854741,80.0634936
isaiah greene,Isaiah Greene,59.308378,31.5733485
denzel clarke,Denzel Clarke,77.976723,86.8579113
carlos gonzalez,Carlos Gonzalez,7.44596522,13.2481748
tanner murphy,Tanner Murphy,51.5769784,60.953836
roynier hernandez,Roynier Hernandez,46.3065552,27.2705939
shawn ross,Shawn Ross,48.1999803,58.5508376
