name_key,name,base_wrc_vs_r,base_wrc_vs_l
michael turner,Michael Turner,76.5341689,50.1584979
vaun brown,Vaun Brown,58.5554167,67.140583
luis suarez,Luis Suarez,4.64949036,9.01688379
angel zarate,Angel Zarate,54.6223677,29.560608
tommy white,Tommy White,83.3149564,90.7880469
alex mckenna,Alex McKenna,66.7759533,76.1941315
carlos gutierrez,Carlos Gutierrez,67.3087333,43.9790226
jesus torres,Jesus Torres,0.28439238,5.76618155
spencer henson,Spencer Henson,48.4190921,55.431206
jirvin morillo,Jirvin Morillo,17.7393864,16.7228993
jonah cox,Jonah Cox,59.3773853,66.1032097
nicolas barrios,Nicolas Barrios,6.67815064,-13.553726
tyler callihan,Tyler Callihan,81.8940608,55.0755223
hector osorio,Hector Osorio,64.8394379,39.4391715
javi vaz,Javi Vaz,88.6130494,64.1338099
sam brown,Sam Brown,80.918458,54.0503249
cameron sisneros,Cameron Sisneros,72.6340582,44.4238157
spencer torkelson,Spencer Torkelson,100.368101,122.28958
nate rombach,Nate Rombach,30.8459348,37.2843097
isaias castillo,Isaias Castillo,-2.4796243,3.23259894
juan flores,Juan Flores,37.7293095,43.6394422
kelvin alcantara,Kelvin Alcantara,23.8663671,2.54437615
luis martinez,Luis Martinez,11.1969453,-8.8907478
willian berti,Willian Berti,20.9401152,-1.7396478
jorge julio,Jorge Julio,11.1254702,16.1303126
jantzen witte,Jantzen Witte,58.6296503,66.5680747
jacob gonzalez,Jacob Gonzalez,67.3901518,72.7438967
derek bernard,Derek Bernard,52.5341123,27.4434379
caleb lomavita,Caleb Lomavita,45.4840073,50.4515847
alejandro guerrero,Alejandro Guerrero,-7.5449419,-2.8826553
luca tresh,Luca Tresh,74.3764422,82.7463723
luke adams,Luke Adams,93.2794816,99.0637335
derek cueto,Derek Cueto,-6.8400303,-1.5517271
greylin de la paz,Greylin De La Paz,13.7119945,19.645068
will bush,Will Bush,80.1645995,49.0202208
roismar quintana,Roismar Quintana,43.4441424,49.78347
juan zabala,Juan Zabala,57.2686902,64.5543046
belfi rivera,Belfi Rivera,6.78847454,-12.08558
jancel santana,Jancel Santana,7.28267292,8.27811615
angel arredondo,Angel Arredondo,6.42289179,10.644736
yeremi villahermosa,Yeremi Villahermosa,16.3282974,16.8329037
orlando arcia,Orlando Arcia,80.670366,89.3293723
austin wells,Austin Wells,107.13192,81.1199541
brooks brannon,Brooks Brannon,60.1701832,68.9234863
felix reyes,Felix Reyes,83.4410996,90.9540815
dawson dimon,Dawson Dimon,14.1078096,20.4272655
payton eeles,Payton Eeles,93.4022182,66.7990648
byron castillo,Byron Castillo,4.69242822,9.62786763
jacob berry,Jacob Berry,69.464794,70.3340577
stephen piscotty,Stephen Piscotty,63.8869331,77.3103543
michael reed,Michael Reed,65.14486,67.605315
duce gourson,Duce Gourson,85.1147466,57.8880204
riangelo richardson,Riangelo Richardson,-16.861905,-12.27652
jose cerice,Jose Cerice,44.1317055,48.4038232
alfredo duno,Alfredo Duno,64.7096362,73.3012946
esmerlyn valdez,Esmerlyn Valdez,87.2596225,95.9302812
jarryd dale,Jarryd Dale,58.4408795,64.7937536
jesus castro,Jesus Castro,7.93813161,8.83243823
jeimer candelario,Jeimer Candelario,74.8668138,81.1015807
leandro cedeno,Leandro Cedeno,83.4744168,92.2440764
nick tanielu,Nick Tanielu,60.5582075,67.8368963
blaze osaben,Blaze O'Saben,33.7627508,38.498858
jorge quintana,Jorge Quintana,24.6809139,27.1879802
luis aguilera,Luis Aguilera,17.4509825,0.41290716
christian koss,Christian Koss,81.20014,85.2198522
robert moore,Robert Moore,61.2533809,61.2992707
mark kolozsvary,Mark Kolozsvary,58.4909761,69.8332955
diego contreras,Diego Contreras,22.8560599,23.3015558
ben gobbel,Ben Gobbel,71.2821875,78.6440162
johan benitez,Johan Benitez,25.984082,28.990384
tucker bradley,Tucker Bradley,91.2510238,61.5210441
gustavo beltran,Gustavo Beltran,-0.1384859,4.49460035
odalys peguero,Odalys Peguero,28.7999285,29.826632
jack penney,Jack Penney,56.2944127,32.405754
justice thompson,Justice Thompson,71.7998619,80.7475084
starlin gill,Starlin Gill,19.9059955,23.7786907
johnny tincher,Johnny Tincher,39.2725139,44.8069609
jhoan peguero,Jhoan Peguero,2.33696197,8.45199167
poncho ruiz,Poncho Ruiz,49.0220698,55.5817043
kamren james,Kamren James,51.0116707,58.0599615
amed rosario,Amed Rosario,88.6717137,100.849575
adrian reyes,Adrian Reyes,5.78253286,6.9138477
joohyung kim,Joo-Hyung Kim,47.3692952,54.5901066
paul goldschmidt,Paul Goldschmidt,98.6335513,118.78003
elehuris montero,Elehuris Montero,81.9547645,93.898258
junior tilien,Junior Tilien,45.4088665,51.4279604
nathaniel lowe,Nathaniel Lowe,109.753439,83.5953201
clay winklaar,Clay Winklaar,-13.76712,-9.1075329
kevin tamburini,Kevin Tamburini,5.45291019,-11.620202
jose sanabria,Jose Sanabria,49.0839269,55.7403716
abel valdes,Abel Valdes,8.86619462,-11.397915
ronnyel espinoza,Ronnyel Espinoza,8.39279024,8.71579369
austin riley,Austin Riley,112.983546,126.719444
yeycol soriano,Yeycol Soriano,11.2593787,-10.090635
chadwick tromp,Chadwick Tromp,61.4165377,71.571816
emilien pitre,emilien Pitre,60.0618733,35.7400569
warming bernabel,Warming Bernabel,84.2416027,92.3762152
tyler soderstrom,Tyler Soderstrom,124.297251,97.3703002
mike salvatore,Mike Salvatore,37.8332838,43.1889391
victor leal,Victor Leal,11.3538124,15.4631206
jurdrick profar,Jurdrick Profar,0.77937642,5.84203117
marcus wilson,Marcus Wilson,80.4915286,94.6666842
eduardo montero,Eduardo Montero,,-15.250269
carlos mota,Carlos Mota,0.50976791,4.79380742
emdys rosillo,Emdys Rosillo,8.76110326,-9.7623936
pablo arosemena,Pablo Arosemena,0.08236291,4.84752797
johnny ascanio,Johnny Ascanio,65.1523684,64.8579087
kemp alderman,Kemp Alderman,79.9830069,88.1277632
santiago prado,Santiago Prado,3.03079426,-12.338968
shane muntz,Shane Muntz,42.7313462,49.3665175
geury estevez,Geury Estevez,22.8059277,23.813902
tony kemp,Tony Kemp,84.3983629,63.4033091
albert jimenez,Albert Jimenez,18.469353,24.1031424
daris cordero,Daris Cordero,-4.7335308,0.49096205
tommy troy,Tommy Troy,88.3981431,95.2813124
tyler neslony,Tyler Neslony,83.8151165,54.5666743
wanderly de la cruz,Wanderly De La Cruz,11.2869182,-10.264823
david hensley,David Hensley,63.281702,77.1866566
pedro ibarguen,Pedro Ibarguen,35.6210466,42.3223816
yusniel diaz,Yusniel Diaz,83.9544416,92.9365284
drake logan,Drake Logan,55.9737069,65.5217668
andrew mccutchen,Andrew McCutchen,95.2894245,104.750248
andrew salas,Andrew Salas,30.4558346,30.6524027
moises ballesteros,Moises Ballesteros,112.272776,89.6138727
samuel gil,Samuel Gil,41.3838779,46.9231275
iverson allen,Iverson Allen,4.22865544,9.48502854
braden barry,Braden Barry,26.7517685,32.7942144
alexander orasma,Alexander Orasma,0.95732922,2.87623504
brainerh palacios,Brainerh Palacios,-3.4193141,1.08320369
wilber sanchez,Wilber Sanchez,30.3775635,35.9834521
nolan arenado,Nolan Arenado,97.5308018,107.230575
daniel rodriguez,Daniel Rodriguez,6.85757544,12.4613259
jake meyers,Jake Meyers,96.8306952,104.89724
ethan murray,Ethan Murray,59.6333254,67.5972347
queni pineda,Queni Pineda,16.2539483,23.082392
jp cabrera,J.P. Cabrera,9.86993361,14.0808015
kaeden kent,Kaeden Kent,39.9939312,18.3307836
roman anthony,Roman Anthony,129.677985,101.006029
clark elliott,Clark Elliott,89.4533584,58.5054599
cristian garcia,Cristian Garcia,30.0124766,30.4995358
phil clarke,Phil Clarke,86.9869225,60.7666975
patrick lee,Patrick Lee,36.6654209,43.967944
jesus moreno,Jesus Moreno,13.7603613,19.9629444
mac mccroskey,Mac McCroskey,35.0757778,42.7024461
max clark,Max Clark,103.434382,71.5886847
niko kavadas,Niko Kavadas,90.2647154,61.9572441
dasan brown,Dasan Brown,59.166488,66.5175427
eduarlin tejeda,Eduarlin Tejeda,14.8551337,16.1931577
travis blankenhorn,Travis Blankenhorn,81.3577539,53.8171188
matthew batten,Matthew Batten,54.4598959,65.2439184
randy perea,Randy Perea,4.23142572,10.5624988
cody milligan,Cody Milligan,63.1729359,39.5135957
juan ortega,Juan Ortega,10.8677658,15.3479543
haoyu lee,Hao-Yu Lee,81.5101635,88.4975388
edgar alfonso,Edgar Alfonso,5.06263501,7.86966797
lyle lin,Lyle Lin,58.8478018,64.0035466
kole myers,Kole Myers,93.7004204,62.6131328
carter cunningham,Carter Cunningham,55.609712,26.0541984
konnor griffin,Konnor Griffin,95.5376119,103.059833
jose ortiz,Jose Ortiz,33.8695802,38.8066915
alen pineda,Alen Pineda,4.00242231,9.30232877
nelson velazquez,Nelson Velazquez,92.0728626,104.886333
dakota kotowski,Dakota Kotowski,25.3568421,32.3349692
kenni gomez,Kenni Gomez,53.8955726,28.9307099
yonathan perlaza,Yonathan Perlaza,99.5175261,99.7544196
robert alvarez,Robert Alvarez,-6.6070567,-2.6280681
mayki de la rosa,Mayki De La Rosa,4.28714081,9.31294488
emiliano galan,Emiliano Galan,10.6256742,15.8143981
keston hiura,Keston Hiura,92.7799431,100.642489
juan sierra,Juan Sierra,17.8142541,24.1952704
luis parababire,Luis Parababire,1.12019812,6.3438406
zach cole,Zach Cole,91.9720346,64.340846
joseph sequera,Joseph Sequera,0.77083638,5.28488598
jake noll,Jake Noll,71.5917516,82.2690501
jurickson profar,Jurickson Profar,111.230996,116.492211
jax biggers,Jax Biggers,70.0104272,44.4238574
ronny hernandez,Ronny Hernandez,48.1184814,25.1867163
bo naylor,Bo Naylor,104.018175,82.3549862
kyle lodise,Kyle Lodise,43.5139865,48.8286556
emil martinez,Emil Martinez,-1.6468911,2.37382981
alonso gallegos,Alonso Gallegos,10.5770797,15.2263511
tyler fitzgerald,Tyler Fitzgerald,79.657196,88.563803
jj schwarz,JJ Schwarz,63.7161213,71.7290766
andrew miller,Andrew Miller,31.9364294,38.8785904
jose gonzalez,Jose Gonzalez,23.7008372,-1.0540997
mitch garver,Mitch Garver,87.7222085,110.158494
nick decker,Nick Decker,66.2282215,35.8728483
eddie park,Eddie Park,64.5387173,39.4229693
blake dunn,Blake Dunn,75.9731371,83.0641845
bon ki shin,Bon Ki Shin,71.5230003,78.4917028
jhonny level,Jhonny Level,45.4852022,46.181518
jaime ferrer,Jaime Ferrer,41.4996703,45.8182171
simon juan,Simon Juan,29.8425575,36.483352
alain camou,Alain Camou,31.8291598,13.2668452
adrian del castillo,Adrian Del Castillo,99.2805906,74.26289
ricson gonzalez,Ricson Gonzalez,5.099082,8.85426824
angel aquino,Angel Aquino,-12.144379,-7.0518926
ronny simon,Ronny Simon,85.7690126,90.100142
caleb bonemer,Caleb Bonemer,57.8244159,64.9487309
miguel caraballo,Miguel Caraballo,8.0826189,7.89160697
jared dupere,Jared Dupere,47.2432568,19.680267
jared wegner,Jared Wegner,53.2627155,61.1163728
brennon mcnair,Brennon McNair,28.1011201,35.5028915
mauricio dubon,Mauricio Dubon,85.4705027,93.8313487
josias ramirez,Josias Ramirez,17.3935989,-6.4867259
adriel radney,Adriel Radney,14.3384342,19.7279402
manuel almeida,Manuel Almeida,9.1991944,10.9199918
mani cedeno,Mani Cedeno,-11.600545,-5.6035079
wuinder torres,Wuinder Torres,8.03331376,11.7738517
cameron masterman,Cameron Masterman,58.9352886,68.5006335
moises castillo,Moises Castillo,66.8190362,73.6094315
alec bohm,Alec Bohm,104.560207,117.868036
adam hall,Adam Hall,51.385294,56.8872239
alexander suarez,Alexander Suarez,55.4689613,61.6513013
cj kayfus,CJ Kayfus,106.871076,82.4460179
jalen vasquez,Jalen Vasquez,60.3725875,35.6672944
jhonny osta,Jhonny Osta,5.24900189,-14.837151
cam cannon,Cam Cannon,66.0688114,72.2088145
ian happ,Ian Happ,117.596614,106.298825
reyli mariano,Reyli Mariano,24.863741,25.3864727
cj cron,C.J. Cron,84.7449678,93.7763279
david martin,David Martin,59.7987718,37.2062427
juan alvarez,Juan Alvarez,3.32155949,5.92340864
david garcia,David Garcia,57.6261053,57.7149082
juan montero,Juan Montero,31.6218609,37.1954869
ryan ignoffo,Ryan Ignoffo,80.0077572,86.7988003
carlos avila,Carlos Avila,9.94070359,-8.2933372
henniel alcala,Henniel Alcala,2.51227723,6.74371944
carlos rondon,Carlos Rondon,-6.15347,-1.1787815
joan sierra,Joan Sierra,3.51392006,8.43521584
payton green,Payton Green,66.0186567,73.5856993
yeiferth castillo,Yeiferth Castillo,30.3131904,9.2413798
carlos dominguez,Carlos Dominguez,43.0310077,50.3499428
zeus nunez,Zeus Nunez,-12.608066,-7.0264775
cole conn,Cole Conn,65.4432668,65.7056548
alfredo alcantara,Alfredo Alcantara,36.0632159,42.5130942
dario reynoso,Dario Reynoso,23.9482539,31.0685101
paul dejong,Paul DeJong,73.2905655,75.2818977
edwin arroyo,Edwin Arroyo,76.102397,79.4191486
daniel hernandez,Daniel Hernandez,9.12992211,-7.1856911
julio henriquez,Julio Henriquez,26.4177376,31.4600294
maximus martin,Maximus Martin,32.3678081,37.9124367
carlos santiago,Carlos Santiago,37.8102062,39.1620667
emmanuel rivera,Emmanuel Rivera,79.9209902,91.0970084
jesus baez,Jesus Baez,57.5520407,63.9999265
rosnel alarcon,Rosnel Alarcon,18.5556151,22.8022623
humberto tiberi,Humberto Tiberi,-4.0337849,1.04370804
josh stowers,Josh Stowers,61.7646779,69.2922081
jair camargo,Jair Camargo,58.6606576,71.4036432
hyeseong kim,Hyeseong Kim,91.6931342,72.0928087
matt duffy,Matt Duffy,62.0777179,72.998324
vinnie pasquantino,Vinnie Pasquantino,129.500027,98.842833
matt vierling,Matt Vierling,86.6264119,97.7028527
marco luciano,Marco Luciano,69.2502855,85.6627963
elias reyno,Elias Reyno,-1.6535996,4.32426891
ben hartl,Ben Hartl,42.1776461,46.7105751
christopher orelin,Christopher Orelin,-3.6746727,0.79183164
zac cook,Zac Cook,75.6728504,45.9348439
jordan walker,Jordan Walker,95.9616754,108.305422
austin slater,Austin Slater,84.0249691,100.81906
roger lasso,Roger Lasso,35.3426728,40.9283497
rafy peguero,Rafy Peguero,6.46504119,12.5837106
abrahan gutierrez,Abrahan Gutierrez,67.3658688,73.4913453
jhostynxon garcia,Jhostynxon Garcia,79.3503733,90.8731629
kyle isbel,Kyle Isbel,92.9324481,66.8234013
kody clemens,Kody Clemens,102.459169,72.3965038
theo hardy,Theo Hardy,37.2299318,37.7836718
freddy fermin,Freddy Fermin,91.9664841,99.563207
ryan mccarty,Ryan McCarty,59.8831894,66.456839
darick hall,Darick Hall,80.4425293,50.9707573
angel salio,Angel Salio,23.7915358,2.99761665
tyler black,Tyler Black,98.2711337,72.8491811
elly de la cruz,Elly De La Cruz,122.074977,104.886263
jhonael cuello,Jhonael Cuello,18.0254787,-2.9884242
dylan crews,Dylan Crews,97.2622346,104.183509
jefferson rojas,Jefferson Rojas,70.6858512,76.5503504
willy fanas,Willy Fanas,24.4047118,2.92931111
nick gile,Nick Gile,20.1185032,24.8717796
felix taveras,Felix Taveras,,-8.0244796
jake slaughter,Jake Slaughter,72.9992905,80.5570403
joshwan wright,Joshwan Wright,42.8150447,46.8275709
romeo sanabria,Romeo Sanabria,87.1638145,57.7772161
jefferson encarnacion,Jefferson Encarnacion,33.977771,9.85323381
weston wilson,Weston Wilson,85.8635111,98.6689201
allan cerda,Allan Cerda,73.668066,83.3670391
kendry martinez,Kendry Martinez,-4.2870692,-19.689751
vicente guaylupo,Vicente Guaylupo,1.09793404,5.68434992
jesus bastidas,Jesus Bastidas,70.9437558,77.008403
chris roller,Chris Roller,53.8127909,62.3527854
mike trout,Mike Trout,113.327405,122.789266
kyle hayes,Kyle Hayes,48.0720706,54.6130443
emil morales,Emil Morales,50.9720977,59.0417527
ben malgeri,Ben Malgeri,77.0977447,85.3233878
brock tibbitts,Brock Tibbitts,25.1339566,30.3778436
niko decolati,Niko Decolati,65.6760316,72.8503656
francisco lindor,Francisco Lindor,119.765314,129.728985
hector salas,Hector Salas,44.9748795,24.0198557
randy arozarena,Randy Arozarena,109.651674,121.958168
deivis nadal,Deivis Nadal,33.2764584,9.54666066
marcos castanon,Marcos Castanon,74.3438584,82.2541377
jose fermin,Jose Fermin,103.661869,110.231591
cody morissette,Cody Morissette,61.2101696,34.2000717
adan chacon,Adan Chacon,10.4215474,-10.07821
mat nelson,Mat Nelson,58.2430607,64.8420559
luis santos,Luis Santos,17.083602,-0.9265805
matt gorski,Matt Gorski,76.5241711,89.1388632
jc escarra,J.C. Escarra,98.0551376,78.2455581
eric hosmer,Eric Hosmer,78.0289848,53.0406665
kevin santos,Kevin Santos,,-8.7027622
juan uribe,Juan Uribe,-10.565594,
john wimmer,John Wimmer,11.7360608,17.9929049
joshua palacios,Joshua Palacios,96.6877347,72.6292683
abel de leon,Abel De Leon,-4.6707825,0.68885894
rj yeager,R.J. Yeager,70.2802906,76.442129
cade doughty,Cade Doughty,57.5676674,64.2875071
daniel mcelveny,Daniel McElveny,22.4374573,27.8751293
cruzmel arias,Cruzmel Arias,-1.7640671,1.83202935
marwin rivero,Marwin Rivero,0.47337032,4.91902233
brendan rodgers,Brendan Rodgers,76.8849988,90.9705116
david bote,David Bote,79.2273975,87.7627573
kelvin hidalgo,Kelvin Hidalgo,30.7682698,37.0245107
diorland zambrano,Diorland Zambrano,22.0930885,26.4458318
jeff mcneil,Jeff McNeil,109.807014,89.2040616
luke raley,Luke Raley,106.380934,82.4194378
david mccabe,David McCabe,77.760616,78.983723
yulian barreto,Yulian Barreto,22.74937,27.3239895
derwin laya,Derwin Laya,9.81988901,14.5343171
wade meckler,Wade Meckler,95.0262604,71.1040811
edwin brito,Edwin Brito,4.75687784,9.98466085
ramiro dominguez,Ramiro Dominguez,16.5752322,20.726453
rafael alvarez,Rafael Alvarez,5.57661132,10.2425576
josh naylor,Josh Naylor,129.710837,100.564833
miguel sosa,Miguel Sosa,29.236715,36.2662455
daniel guilarte,Daniel Guilarte,22.3708574,28.3854558
niko hulsizer,Niko Hulsizer,80.834312,91.0164293
juan colorado,Juan Colorado,-4.738711,1.26713891
walker jenkins,Walker Jenkins,100.524844,69.9983871
kyle henley,Kyle Henley,21.4230244,27.7685408
jared sundstrom,Jared Sundstrom,67.153664,74.8370342
darwin almanzar,Darwin Almanzar,15.6839983,16.5338722
xavier edwards,Xavier Edwards,104.2658,104.116452
francisco perez,Francisco Perez,15.0264236,19.3394041
luis caicuto,Luis Caicuto,35.3391709,40.2529601
weston eberly,Weston Eberly,26.1628125,31.879906
angel ramirez,Angel Ramirez,18.5204361,23.2556467
sandy ruiz,Sandy Ruiz,4.69966665,9.88316314
daiber de los santos,Daiber De Los Santos,-6.4011856,-1.2596789
nick gonzales,Nick Gonzales,96.7466047,102.116805
anthony stephan,Anthony Stephan,60.850664,31.8964766
brett callahan,Brett Callahan,63.8872374,36.4642173
elijah hainline,Elijah Hainline,56.1032071,62.7139523
tucker barnhart,Tucker Barnhart,60.164708,63.4785694
david beckles,David Beckles,32.6159482,39.4409692
yaisel ramos,Yaisel Ramos,-3.3248487,2.04259868
derek berg,Derek Berg,32.871177,39.111563
evan white,Evan White,74.0536411,85.2021667
bobby blandford,Bobby Blandford,38.6390739,12.2508992
jack lopez,Jack Lopez,49.3742953,58.0657508
junior caminero,Junior Caminero,127.791838,141.831518
teilon serrano,Teilon Serrano,14.1957215,-8.4082528
stiven marinez,Stiven Marinez,10.0010788,-8.0346955
yuli gurriel,Yuli Gurriel,77.6806018,89.434922
drew swift,Drew Swift,51.9422629,59.2617552
luis de leon,Luis De Leon,15.7021272,14.2185489
christian franklin,Christian Franklin,85.8646114,93.762034
kiko romero,Kiko Romero,53.8915455,25.8257272
phillip glasser,Phillip Glasser,101.307663,73.9854808
geyber blanco,Geyber Blanco,5.18742256,8.54169538
brett johnson,Brett Johnson,75.5161029,44.8470838
eduarqui fernandez,Eduarqui Fernandez,40.2333205,48.4500747
eric mota,Eric Mota,-3.3258989,1.76842953
dylan beavers,Dylan Beavers,115.014908,92.2828905
greyson jenista,Greyson Jenista,87.5618613,55.5209829
cristian montilla,Cristian Montilla,11.1213135,-4.5495411
onil perez,Onil Perez,78.7555659,84.644437
jason schiavone,Jason Schiavone,20.2478758,26.9713193
garrett martin,Garrett Martin,62.70337,70.0985037
irving igualas,Irving Igualas,,-15.695034
hendry mendez,Hendry Mendez,105.550363,75.2474841
jorge ramirez,Jorge Ramirez,3.65421927,8.16203328
lj talley,LJ Talley,84.4651296,56.2468947
tres gonzalez,Tres Gonzalez,78.9530165,53.8507828
camden duzenack,Camden Duzenack,77.5935642,84.2464872
bryce willits,Bryce Willits,73.4295997,46.9787331
samuel munoz,Samuel Munoz,59.0565765,31.7453655
alirio ferrebus,Alirio Ferrebus,32.0319033,36.5171631
jake rogers,Jake Rogers,77.337629,88.0799373
pedro tovar,Pedro Tovar,9.94257779,-9.6188028
adari grant,Adari Grant,23.3802549,27.8527372
cesar prieto,Cesar Prieto,89.5854668,65.1964209
brayan rijo,Brayan Rijo,1.1670459,7.02811255
luis freitez,Luis Freitez,23.6686114,29.7398142
edwin amparo,Edwin Amparo,38.3549443,39.8072186
jonathan taveras,Jonathan Taveras,-4.3229882,-1.3586106
diover de aza,Diover De Aza,1.80111724,5.26589479
jorbit vivas,Jorbit Vivas,93.801137,75.5944596
taylor walls,Taylor Walls,76.4579371,72.7268397
dixon machado,Dixon Machado,59.0053494,68.3035551
jt arruda,J.T. Arruda,59.8137134,61.0271206
almen tolentino,Almen Tolentino,21.5837616,-1.6428228
curt casali,Curt Casali,76.1883348,85.7145557
gabriel gomes,Gabriel Gomes,11.9113463,16.4996341
juan obispo,Juan Obispo,4.08160369,8.85506446
justin trimble,Justin Trimble,17.7009633,-7.1236845
ryan leitch,Ryan Leitch,37.1763172,43.1748261
winifer castillo,Winifer Castillo,-17.698812,-12.737143
miguel cabrera,Miguel Cabrera,71.926226,81.5128516
clay dungan,Clay Dungan,75.8404953,49.1925489
devin taylor,Devin Taylor,42.4381055,14.49801
cliuver puello,Cliuver Puello,-1.0005989,-15.795868
dshawn knowles,D'Shawn Knowles,68.2287071,70.7721251
marshall toole,Marshall Toole,57.3956411,31.6167087
yoelqui cespedes,Yoelqui Cespedes,68.219738,76.1532856
fredderick ovalle,Fredderick Ovalle,15.939564,21.0116698
albert almora,Albert Almora,70.8641903,80.4635233
brian anderson,Brian Anderson,69.3413598,74.29944
kevin kiermaier,Kevin Kiermaier,80.4665205,51.455671
matt hogan,Matt Hogan,60.5854492,31.2747174
yosweld vasquez,Yosweld Vasquez,8.09162508,12.1406823
grant mccray,Grant McCray,82.4400865,56.0895223
wilmer flores,Wilmer Flores,94.5671171,100.088275
andy ibanez,Andy Ibanez,83.6517076,93.2010363
mario camilletti,Mario Camilletti,77.0952729,51.1428396
dennys riera,Dennys Riera,3.83133757,7.08534138
keiner delgado,Keiner Delgado,58.4810499,57.7682922
kendrick herrera,Kendrick Herrera,9.53425789,14.07773
jose robledo,Jose Robledo,4.16040513,7.34026533
davis schneider,Davis Schneider,101.484307,107.672788
darell morel,Darell Morel,11.7321704,-6.4175539
ryan jackson,Ryan Jackson,73.2175747,79.8285568
yophery rodriguez,Yophery Rodriguez,62.9389348,36.475288
eliomar garces,Eliomar Garces,11.0917135,16.0936476
brandon belt,Brandon Belt,99.8189492,67.7785249
aldrin lucas,Aldrin Lucas,30.7821219,36.844221
reidy mercado,Reidy Mercado,34.2003074,36.7732595
jefferson pena,Jefferson Pena,23.89687,29.520576
andrew knapp,Andrew Knapp,63.1309267,67.8378659
riley adams,Riley Adams,75.7472566,82.7692629
leonardo pineda,Leonardo Pineda,1.2695117,7.20934447
dylan moore,Dylan Moore,79.386185,90.2504588
jesus valdez,Jesus Valdez,62.8660905,70.6140937
justin dean,Justin Dean,62.5288715,70.4849558
jorge garcia,Jorge Garcia,9.29237179,-10.460202
daniel cope,Daniel Cope,53.0925594,60.6558303
wueslly lespe,Wueslly Lespe,,-9.1858277
hugo sanchez,Hugo Sanchez,14.7084466,-7.9078511
jefrank silva,Jefrank Silva,12.3016532,-6.0896781
luis santana,Luis Santana,67.7881423,74.378194
owen miller,Owen Miller,75.3835645,80.832854
vladimir asencio,Vladimir Asencio,-1.6796424,2.49160359
kyle hess,Kyle Hess,52.3809807,26.4096365
luis durango,Luis Durango,47.9156499,25.2571939
argenis valdez,Argenis Valdez,8.62326493,13.9013128
jose cordoba,Jose Cordoba,51.6899275,56.9575817
matheus lelis,Matheus Lelis,-4.0503912,
kellum clark,Kellum Clark,43.8711097,17.9724464
carlos jorge,Carlos Jorge,60.4866154,33.8475741
johan estrada,Johan Estrada,3.76508938,9.63560098
claudiel lantigua,Claudiel Lantigua,5.56081338,8.67591697
david mackinnon,David MacKinnon,89.3467426,100.483204
ricardo genoves,Ricardo Genoves,56.4816295,64.2322388
wyatt langford,Wyatt Langford,122.16086,136.005708
gregory barrios,Gregory Barrios,58.0528065,63.2302366
rikuu nishida,Rikuu Nishida,86.2302263,64.8345957
yhoangel aponte,Yhoangel Aponte,28.1152305,34.4091636
jacob amaya,Jacob Amaya,67.3513403,75.1773006
dervy ventura,Dervy Ventura,44.5588682,46.7164021
rob brantly,Rob Brantly,76.0892186,53.7758855
thomas takayoshi,Thomas Takayoshi,8.86006963,11.9875926
mark contreras,Mark Contreras,75.961935,48.4182818
harry owen,Harry Owen,32.7148796,37.1988939
cristopher acosta,Cristopher Acosta,-2.4155177,2.73008794
andrick nava,Andrick Nava,67.0213331,66.8887765
mj melendez,MJ Melendez,94.8806962,68.3006979
jd davis,J.D. Davis,83.1591275,93.0690589
yoelvis betancourt,Yoelvis Betancourt,10.117599,14.1479142
anderdson rojas,Anderdson Rojas,53.3785083,33.0617094
robert robertis,Robert Robertis,35.6733048,11.9299626
mason mccoy,Mason McCoy,60.2961851,71.3605163
alberto hernandez,Alberto Hernandez,27.694828,32.845471
orlando calixte,Orlando Calixte,64.5439559,71.1885857
chad wallach,Chad Wallach,55.8730411,67.3857899
dalton rushing,Dalton Rushing,104.546599,79.9486122
yandel ricardo,Yandel Ricardo,25.0470041,28.0292844
yan gomes,Yan Gomes,59.9040586,71.4214322
baron radcliff,Baron Radcliff,69.2865482,38.3799419
jaeden calderon,Jaeden Calderon,15.0600311,20.8084562
payton henry,Payton Henry,68.9567491,80.15181
yassel soler,Yassel Soler,43.3489334,49.2810005
jd orr,J.D. Orr,74.3019057,47.6978725
julio carreras,Julio Carreras,55.5295576,62.613354
brayan guedez,Brayan Guedez,13.7546865,-3.2151043
zach evans,Zach Evans,48.1820354,54.0837416
scott kingery,Scott Kingery,62.6499876,72.2381414
anthony hall,Anthony Hall,46.8459107,21.4054456
luis ravelo,Luis Ravelo,49.4154559,52.5098382
danyer cueva,Danyer Cueva,42.3152948,22.2464171
mccarthy tatum,McCarthy Tatum,62.0227179,68.1706869
yemil rosario,Yemil Rosario,3.74430961,8.08926973
diwarys encarnacion,Diwarys Encarnacion,17.8278809,22.6464209
enmanuel terrero,Enmanuel Terrero,48.4768244,21.3717205
dominic miroglio,Dominic Miroglio,71.9250364,79.1329385
aaron hicks,Aaron Hicks,81.9464688,84.5761455
matt davidson,Matt Davidson,89.1020106,105.457419
jealmy frias,Jealmy Frias,-8.3592446,-6.5663423
miguel briceno,Miguel Briceno,35.8644833,40.4878348
jared walsh,Jared Walsh,67.724708,40.573826
josh caron,Josh Caron,32.6707391,38.9426378
faruk de la cruz,Faruk De La Cruz,-0.3533393,4.63532881
cameron barstad,Cameron Barstad,61.881435,33.7378931
andre lipcius,Andre Lipcius,77.4760556,89.1642708
