pitcher,season,date,team,opp,asof_k_pct,l5_k_pct,asof_bb_pct,l5_bb_pct,asof_k_bb_pct,l5_k_bb_pct,asof_csw,l5_csw,asof_whiff,l5_whiff,asof_velo,l5_velo,asof_spin,l5_spin,asof_gb_pct,l5_gb_pct,asof_fb_pct,l5_fb_pct,asof_barrel_pct,l5_barrel_pct,asof_hardhit_pct,l5_hardhit_pct,asof_xwobacon,l5_xwobacon,asof_fip,l5_fip,asof_xfip,l5_xfip,asof_ra9,l5_ra9,delta_velo,delta_spin,delta_csw,delta_k_bb_pct,fwd30_k_bb_pct,fwd30_xfip,fwd30_ra9,fwd30_fip,fwd30_ip,fwd1_k_bb_pct,fwd1_xfip,fwd1_ra9,fwd1_end
682052,2025,2025-08-12,ATH,TB,28.06,27.778,8.955,10.185,19.104,17.593,29.27,27.273,25.613,22.707,89.953,90.121,2138.355,2142.795,27.861,36.364,44.279,42.424,6.468,7.576,32.338,30.303,0.358,0.336,3.684,3.55,3.555,3.657,3.39,2.362,0.168,4.439,-1.997,-1.512,,,,,,29.167,2.179,4.5,2025-08-19
682052,2025,2025-08-19,ATH,MIN,28.691,30.631,8.357,8.108,20.334,22.523,29.662,28.803,26.225,24.138,89.903,90.014,2139.845,2149.363,27.778,35.821,44.444,43.284,6.019,5.97,31.944,29.851,0.358,0.361,3.423,2.571,3.429,3.183,3.12,1.588,0.11,9.518,-0.858,2.188,,,,,,-22.222,13.838,31.5,2025-08-24
682052,2025,2025-08-24,ATH,SEA,28.982,31.858,8.094,6.195,20.888,25.664,29.919,30.972,26.194,25.328,89.921,90.072,2141.349,2154.223,29.437,41.429,43.723,38.571,6.061,4.286,32.035,27.143,0.351,0.322,3.546,2.257,3.345,2.742,3.212,0.91,0.151,12.874,1.053,4.776,,,,,,,,,
657376,2025,2025-05-12,NYY,SEA,21.591,21.591,11.364,11.364,10.227,10.227,31.098,31.098,27.211,27.211,92.495,92.495,2663.18,2663.18,37.288,37.288,33.898,33.898,5.085,5.085,35.593,35.593,0.303,0.303,4.625,4.625,4.177,4.177,4.426,4.426,0.0,0.0,0.0,0.0,17.391,3.547,1.952,2.558,27.7,0.0,5.179,3.0,2025-05-17
657376,2025,2025-05-17,NYY,NYM,22.523,22.523,10.811,10.811,11.712,11.712,31.19,31.19,26.316,26.316,92.658,92.658,2651.728,2651.728,35.135,35.135,36.486,36.486,6.757,6.757,33.784,33.784,0.307,0.307,5.037,5.037,4.101,4.101,4.101,4.101,0.0,0.0,0.0,0.0,19.658,3.605,1.227,2.214,29.3,28.571,1.827,2.077,2025-05-23
657376,2025,2025-05-23,NYY,COL,22.059,24.779,12.5,13.274,9.559,11.504,30.452,30.505,26.522,27.411,92.744,92.893,2676.076,2688.004,34.831,34.286,35.955,35.714,6.742,7.143,34.831,28.571,0.316,0.313,4.832,5.125,4.301,4.089,3.897,3.712,0.149,11.928,0.053,1.946,16.667,4.078,0.844,2.475,32.0,13.636,4.26,0.0,2025-05-28
657376,2025,2025-05-28,NYY,LAA,24.204,25.893,12.102,12.5,12.102,13.393,31.023,30.905,27.338,28.079,92.678,92.947,2697.192,2712.642,34.0,34.783,35.0,33.333,8.0,8.696,37.0,31.884,0.332,0.341,4.355,3.952,4.009,3.781,3.682,2.333,0.269,15.45,-0.118,1.291,17.347,4.036,1.038,2.523,26.0,28.0,2.125,4.765,2025-06-04
657376,2025,2025-06-04,NYY,CLE,23.464,23.684,11.173,9.649,12.291,14.035,30.78,29.87,26.888,25.339,92.751,92.987,2705.263,2729.804,35.043,34.211,36.752,38.158,6.838,6.579,34.188,30.263,0.318,0.316,4.061,3.279,4.044,3.898,3.164,1.929,0.235,24.541,-0.91,1.745,12.5,4.593,2.148,3.782,29.3,18.182,3.801,0.0,2025-06-11
657376,2025,2025-06-11,NYY,KC,24.51,26.724,10.294,9.483,14.216,17.241,30.653,30.342,26.772,26.496,92.775,92.945,2708.654,2736.269,36.09,35.135,36.09,37.838,6.767,8.108,35.338,35.135,0.325,0.342,3.948,3.457,3.819,3.559,3.352,2.571,0.17,27.615,-0.311,3.026,11.111,4.783,2.662,4.156,23.7,11.111,5.047,0.0,2025-06-16
657376,2025,2025-06-16,NYY,LAA,25.221,27.826,10.619,10.435,14.602,17.391,30.327,29.55,26.253,26.201,92.744,92.813,2710.656,2757.325,35.172,35.211,37.241,38.028,6.207,5.634,34.483,35.211,0.318,0.33,3.767,2.558,3.817,3.547,3.0,1.952,0.068,46.669,-0.777,2.79,11.111,4.656,3.938,5.037,16.0,12.5,4.664,0.0,2025-06-21
657376,2025,2025-06-21,NYY,BAL,23.715,25.641,9.486,5.983,14.229,19.658,29.878,29.263,25.902,25.311,92.737,92.73,2702.589,2729.393,33.728,32.5,40.237,45.0,5.917,5.0,33.728,32.5,0.306,0.295,3.586,2.214,3.97,3.605,2.627,1.227,-0.007,26.805,-0.615,5.429,,,,,,20.833,3.262,6.0,2025-06-28
657376,2025,2025-06-28,NYY,ATH,23.466,22.5,9.386,5.833,14.079,16.667,29.531,27.651,24.521,21.311,92.61,92.525,2703.519,2711.468,32.973,31.765,42.162,50.588,5.405,2.353,34.054,30.588,0.294,0.249,3.479,2.475,4.041,4.078,2.359,0.844,-0.085,7.949,-1.88,2.587,,,,,,-6.667,7.423,9.0,2025-07-03
657376,2025,2025-07-03,NYY,TOR,23.92,24.59,9.302,6.557,14.618,18.033,29.693,28.051,24.823,21.888,92.557,92.278,2706.408,2708.048,34.0,32.53,42.0,49.398,6.0,4.819,35.0,36.145,0.294,0.261,3.689,3.194,3.978,3.89,2.652,1.969,-0.279,1.64,-1.641,3.415,,,,,,,,,
656641,2025,2025-06-08,TEX,WSH,25.0,39.286,10.0,7.143,15.0,32.143,29.966,34.0,32.653,30.769,94.66,94.72,2304.921,2306.652,40.385,60.0,40.385,33.333,7.692,0.0,38.462,33.333,0.34,0.203,3.645,0.814,3.94,1.882,6.382,3.857,0.06,1.731,4.034,17.143,7.692,4.22,2.779,3.409,22.7,0.0,3.1,27.0,2025-06-11
656641,2025,2025-06-24,TEX,BAL,23.81,22.449,9.524,8.163,14.286,14.286,29.058,27.619,30.279,26.606,94.609,94.586,2318.198,2331.423,40.964,42.424,38.554,36.364,8.434,9.091,43.373,48.485,0.347,0.339,4.023,4.331,3.886,3.711,5.341,3.462,-0.022,13.225,-1.439,0.0,15.714,3.585,2.755,2.12,16.3,33.333,2.239,0.0,2025-06-29
656641,2025,2025-07-20,TEX,DET,24.49,25.714,9.694,10.0,14.796,15.714,29.045,29.021,30.0,29.496,94.474,94.235,2298.801,2258.538,42.52,45.455,34.646,27.273,7.087,4.545,43.307,43.182,0.345,0.34,3.373,2.235,3.662,3.27,4.154,2.077,-0.24,-40.263,-0.024,0.918,,,,,,-33.333,21.07,27.0,2025-07-25
656641,2025,2025-08-27,TEX,LAA,22.951,16.667,10.656,14.583,12.295,2.083,28.542,26.531,28.306,21.277,94.362,93.876,2289.092,2249.169,39.375,27.273,36.875,45.455,6.875,6.061,42.5,39.394,0.346,0.351,3.628,4.736,4.024,5.593,4.142,4.091,-0.486,-39.924,-2.012,-10.212,1.471,5.164,0.54,3.46,16.7,-4.545,5.694,0.0,2025-09-02
656641,2025,2025-09-02,TEX,AZ,23.372,22.727,10.345,13.636,13.027,9.091,28.749,29.213,28.265,24.39,94.313,94.009,2286.404,2255.136,38.012,28.571,37.427,46.429,7.018,7.143,42.69,39.286,0.353,0.366,3.687,5.423,3.968,4.787,4.143,5.226,-0.304,-31.267,0.465,-3.936,12.308,4.025,1.62,3.28,16.7,15.789,3.537,0.0,2025-09-08
656641,2025,2025-09-08,TEX,MIL,21.908,17.46,10.247,11.111,11.661,6.349,28.354,28.511,27.422,22.936,94.362,94.413,2282.529,2247.936,38.421,35.556,36.842,37.778,6.842,4.444,43.684,44.444,0.361,0.387,3.703,3.9,4.095,4.728,3.838,3.0,0.051,-34.592,0.156,-5.312,10.87,4.276,2.455,3.827,11.0,0.0,5.879,1.929,2025-09-14
656641,2025,2025-09-14,TEX,NYM,21.854,19.481,9.934,7.792,11.921,11.688,28.619,30.435,27.334,24.648,94.267,94.022,2285.902,2271.32,39.216,37.5,36.765,37.5,6.863,5.357,43.627,44.643,0.358,0.384,3.589,3.151,4.052,4.086,3.543,2.288,-0.245,-14.582,1.816,-0.232,,,,,,-25.0,9.843,0.0,2025-09-19
656641,2025,2025-09-27,TEX,CLE,21.277,13.235,10.638,11.765,10.638,1.471,28.04,25.279,26.406,18.898,94.266,94.079,2285.656,2282.798,38.739,41.176,37.387,37.255,6.306,3.922,42.793,43.137,0.35,0.339,3.64,3.46,4.218,5.164,3.389,0.54,-0.187,-2.857,-2.761,-9.168,,,,,,,,,
678394,2025,2025-05-08,BOS,TEX,16.216,16.216,9.459,9.459,6.757,6.757,24.832,24.832,21.875,21.875,94.935,94.935,2143.087,2143.087,55.769,55.769,17.308,17.308,9.615,9.615,42.308,42.308,0.387,0.387,5.218,5.218,3.715,3.715,2.647,2.647,0.0,0.0,0.0,0.0,7.08,4.161,6.652,4.057,23.0,9.524,4.363,6.231,2025-05-13
678394,2025,2025-05-13,BOS,DET,13.684,13.684,12.632,12.632,1.053,1.053,23.36,23.36,19.375,19.375,94.997,94.997,2136.541,2136.541,56.716,56.716,17.91,17.91,7.463,7.463,38.806,38.806,0.366,0.366,5.362,5.362,4.39,4.39,2.077,2.077,0.0,0.0,0.0,0.0,7.563,4.15,6.203,3.343,24.7,-7.407,5.867,14.538,2025-05-18
678394,2025,2025-05-18,BOS,ATL,14.655,14.655,12.069,12.069,2.586,2.586,23.679,23.679,19.403,19.403,94.923,94.923,2144.988,2144.988,54.878,54.878,20.732,20.732,7.317,7.317,37.805,37.805,0.36,0.36,5.408,5.408,4.385,4.385,2.769,2.769,0.0,0.0,0.0,0.0,13.559,3.632,3.333,2.73,27.0,33.333,1.323,4.909,2025-05-23
678394,2025,2025-05-23,BOS,BAL,13.986,14.167,13.287,13.333,0.699,0.833,23.363,23.077,18.143,17.734,94.979,94.951,2145.695,2149.41,53.465,50.575,18.812,19.54,5.941,5.747,39.604,40.23,0.372,0.37,5.375,5.165,4.597,4.636,4.451,4.909,-0.028,3.715,-0.286,0.134,12.097,3.76,3.375,3.714,29.3,0.0,4.81,3.857,2025-05-28
678394,2025,2025-05-28,BOS,MIL,16.77,17.857,12.422,12.5,4.348,5.357,23.466,23.684,19.149,18.687,94.853,94.716,2161.686,2173.691,53.153,52.564,19.82,20.513,7.207,6.41,41.441,43.59,0.389,0.372,4.806,4.283,4.244,4.195,4.5,4.944,-0.137,12.005,0.218,1.009,9.774,4.002,3.56,3.43,30.3,7.407,4.013,4.5,2025-06-03
678394,2025,2025-06-03,BOS,LAA,16.022,15.888,12.155,14.019,3.867,1.869,23.182,22.042,18.354,15.957,94.761,94.654,2160.157,2170.565,52.756,50.667,20.472,22.667,8.661,8.0,40.945,40.0,0.402,0.413,4.988,4.808,4.312,4.781,4.422,5.815,-0.107,10.408,-1.141,-1.998,10.569,3.897,3.375,3.85,29.3,11.111,4.26,4.5,2025-06-09
678394,2025,2025-06-09,BOS,TB,15.865,17.699,11.538,10.619,4.327,7.08,23.798,24.169,17.877,16.667,94.892,94.815,2166.824,2188.91,53.741,51.25,21.088,23.75,8.844,10.0,39.456,40.0,0.391,0.411,4.69,4.057,4.272,4.161,4.433,6.652,-0.077,22.086,0.37,2.753,14.729,3.451,2.784,3.811,32.3,19.231,3.171,0.0,2025-06-15
678394,2025,2025-06-15,BOS,NYY,15.745,16.807,10.638,9.244,5.106,7.563,23.085,22.449,16.995,14.634,94.876,94.833,2171.129,2195.374,52.976,51.163,23.214,25.581,7.738,8.14,38.095,38.372,0.376,0.392,4.403,3.343,4.27,4.15,4.441,6.203,-0.044,24.245,-0.636,2.457,14.729,3.408,3.094,3.725,32.0,20.833,2.846,4.5,2025-06-21
678394,2025,2025-06-21,BOS,SF,17.241,21.186,10.728,7.627,6.513,13.559,23.638,23.974,17.865,17.568,94.534,94.096,2189.96,2233.487,53.552,53.659,24.044,30.488,7.65,9.756,38.798,37.805,0.368,0.363,4.129,2.73,4.143,3.632,3.924,3.333,-0.438,43.527,0.336,7.046,13.077,3.627,3.094,3.85,32.0,-6.897,5.918,4.765,2025-06-27
678394,2025,2025-06-27,BOS,TOR,17.895,19.355,10.175,7.258,7.719,12.097,23.886,24.468,17.6,15.596,94.358,93.828,2195.444,2231.509,55.0,57.303,24.5,30.337,8.0,8.989,39.0,35.955,0.365,0.335,4.3,3.714,4.02,3.76,3.979,3.375,-0.53,36.065,0.582,4.377,17.6,3.239,3.16,3.515,31.3,11.765,3.397,3.6,2025-07-01
678394,2025,2025-07-08,BOS,COL,16.616,17.886,9.97,7.317,6.647,10.569,24.068,24.561,17.308,16.355,94.213,93.288,2204.332,2255.379,54.894,56.818,24.681,30.682,7.234,4.545,37.872,35.227,0.348,0.277,4.357,3.85,4.123,3.897,4.014,3.375,-0.924,51.047,0.493,3.923,11.719,3.912,2.7,3.667,30.0,19.231,2.937,1.421,2025-07-13
678394,2025,2025-07-13,BOS,TB,17.857,21.705,9.341,6.977,8.516,14.729,24.803,28.067,18.022,19.91,94.225,93.309,2203.994,2250.226,53.125,53.409,25.781,30.682,7.422,6.818,37.891,37.5,0.349,0.298,4.172,3.811,3.951,3.451,3.795,2.784,-0.916,46.231,3.264,6.212,11.024,4.06,3.724,3.859,29.0,12.0,4.011,4.5,2025-07-19
678394,2025,2025-07-19,BOS,CHC,17.949,19.38,8.718,4.651,9.231,14.729,24.65,26.85,17.904,17.982,94.191,93.606,2207.692,2237.923,51.812,48.387,26.087,30.108,7.246,6.452,36.232,31.183,0.347,0.307,3.984,3.725,3.88,3.408,3.627,3.094,-0.584,30.231,2.2,5.498,10.317,4.084,3.375,3.884,29.3,12.5,3.795,5.4,2025-07-25
678394,2025,2025-07-25,BOS,LAD,17.831,17.692,8.434,4.615,9.398,13.077,24.67,26.539,18.244,19.651,94.1,93.595,2217.291,2260.209,51.351,43.75,26.689,31.25,7.432,6.25,36.824,32.292,0.351,0.323,4.149,3.85,3.888,3.627,3.682,3.094,-0.505,42.919,1.869,3.679,11.2,4.068,2.298,3.738,31.3,0.0,5.045,1.35,2025-07-30
678394,2025,2025-07-30,BOS,MIN,17.995,21.6,8.428,4.0,9.567,17.6,24.837,28.172,18.533,21.397,94.045,93.494,2217.484,2259.247,50.641,42.045,26.923,32.955,7.692,7.955,37.5,36.364,0.357,0.356,4.057,3.515,3.883,3.239,3.767,3.16,-0.552,41.763,3.335,8.033,15.323,3.701,2.585,2.909,31.3,16.0,3.678,1.5,2025-08-04
678394,2025,2025-08-04,BOS,KC,17.773,20.588,8.779,5.882,8.994,14.706,25.112,27.823,18.681,21.862,94.02,93.545,2214.997,2241.265,50.904,41.237,27.108,32.99,7.53,8.247,37.651,37.113,0.358,0.383,4.156,3.706,3.956,3.58,3.617,2.727,-0.475,26.268,2.71,5.712,13.008,3.787,3.264,3.166,30.3,16.0,3.564,6.75,2025-08-10
678394,2025,2025-08-10,BOS,SD,17.886,17.969,8.537,6.25,9.35,11.719,25.186,26.273,18.642,20.248,93.976,93.329,2217.382,2252.117,49.858,41.053,27.635,32.632,7.407,7.368,37.322,35.789,0.358,0.382,4.038,3.667,3.941,3.912,3.504,2.7,-0.647,34.735,1.087,2.369,10.744,3.845,2.872,3.291,31.3,8.333,4.121,2.842,2025-08-16
678394,2025,2025-08-16,BOS,MIA,18.375,19.685,8.704,8.661,9.671,11.024,25.301,27.291,18.845,21.645,93.862,92.905,2215.112,2236.731,49.589,42.697,27.945,33.708,7.123,6.742,38.356,44.944,0.355,0.378,3.954,3.859,3.924,4.06,3.651,3.724,-0.957,21.619,1.99,1.352,9.917,3.946,3.6,3.033,30.0,17.391,3.809,0.0,2025-08-22
678394,2025,2025-08-22,BOS,NYY,17.93,18.254,8.318,7.937,9.612,10.317,25.169,26.834,18.75,20.346,93.839,93.021,2216.204,2212.801,50.0,45.556,28.238,33.333,7.254,6.667,38.86,45.556,0.356,0.373,4.087,3.884,3.934,4.084,3.61,3.375,-0.818,-3.403,1.665,0.706,7.759,4.077,5.333,3.767,27.0,18.519,3.32,2.7,2025-08-27
678394,2025,2025-08-27,BOS,BAL,18.085,18.4,8.156,7.2,9.929,11.2,25.439,27.601,18.519,18.468,93.819,93.071,2213.517,2200.415,49.38,45.055,29.032,36.264,6.948,4.396,38.462,41.758,0.351,0.329,3.981,3.738,3.927,4.068,3.418,2.298,-0.748,-13.102,2.161,1.271,3.571,4.497,4.974,4.284,25.3,4.167,4.197,5.4,2025-09-01
678394,2025,2025-09-01,BOS,CLE,18.274,20.161,7.953,4.839,10.321,15.323,25.709,27.966,18.593,18.265,93.743,92.797,2212.598,2204.39,49.645,45.055,29.314,37.363,7.329,6.593,38.298,40.659,0.353,0.334,3.873,2.909,3.898,3.701,3.383,2.585,-0.946,-8.208,2.257,5.001,2.02,4.684,5.162,5.085,22.7,4.348,3.886,4.263,2025-09-07
678394,2025,2025-09-07,BOS,AZ,18.211,19.512,8.13,6.504,10.081,13.008,25.849,28.511,18.951,20.183,93.686,92.602,2211.016,2187.203,49.318,47.191,28.864,33.708,7.045,5.618,38.636,43.82,0.357,0.354,3.853,3.166,3.908,3.787,3.453,3.264,-1.084,-23.813,2.662,2.927,1.316,4.993,5.51,5.916,16.3,4.167,4.795,7.2,2025-09-13
678394,2025,2025-09-13,BOS,NYY,17.868,15.702,7.994,4.959,9.875,10.744,25.582,26.813,18.85,18.868,93.674,92.916,2212.155,2200.217,49.348,48.421,28.478,30.526,6.739,5.263,38.696,40.0,0.356,0.358,3.815,3.291,3.907,3.845,3.488,2.872,-0.758,-11.939,1.231,0.869,0.0,5.08,4.765,5.924,11.3,5.556,4.595,9.0,2025-09-18
678394,2025,2025-09-18,BOS,ATH,17.825,17.355,8.157,7.438,9.668,9.917,25.482,26.866,18.974,20.0,93.635,92.788,2215.111,2210.581,48.95,44.444,28.571,30.0,7.143,6.667,39.076,40.0,0.359,0.369,3.882,3.033,3.936,3.946,3.608,3.6,-0.847,-4.529,1.383,0.25,,,,,,0.0,5.195,0.0,2025-09-25
678394,2025,2025-09-25,BOS,TOR,17.794,16.379,8.235,8.621,9.559,7.759,25.527,25.951,18.881,20.707,93.609,92.681,2215.392,2223.691,49.489,50.0,28.63,26.744,7.362,9.302,39.264,43.023,0.361,0.407,3.945,3.767,3.953,4.077,3.744,5.333,-0.929,8.299,0.424,-1.8,,,,,,-9.091,5.667,7.714,2025-10-01
678394,2025,2025-10-01,BOS,NYY,17.639,14.286,8.393,10.714,9.246,3.571,25.463,24.208,18.77,19.697,93.566,92.773,2215.758,2229.898,50.0,51.852,28.77,25.926,7.143,6.173,39.286,44.444,0.355,0.365,3.937,4.284,3.991,4.497,3.629,4.974,-0.793,14.141,-1.255,-5.675,,,,,,,,,
806188,2025,2025-06-14,MIA,WSH,15.19,20.0,5.063,4.0,10.127,16.0,27.09,29.07,15.909,23.81,91.887,91.744,2257.762,2253.5,52.459,47.368,18.033,31.579,3.279,10.526,40.984,36.842,0.346,0.314,2.468,2.05,3.334,3.396,1.421,0.0,-0.143,-4.262,1.979,5.873,,,,,,-14.286,6.1,18.0,2025-06-16
680880,2025,2025-06-03,ATH,MIN,16.867,20.69,8.434,13.793,8.434,6.897,26.91,27.184,25.0,21.951,94.678,94.56,1955.036,1993.019,46.774,42.105,30.645,36.842,11.29,31.579,40.323,63.158,0.386,0.659,4.784,11.457,4.227,5.342,5.684,19.286,-0.117,37.983,0.274,-1.537,,,,,,40.0,-0.9,0.0,2025-06-06
680880,2025,2025-06-09,ATH,LAA,17.526,15.385,8.247,11.538,9.278,3.846,26.346,20.43,26.19,22.727,94.613,94.025,1972.479,2001.434,43.056,26.316,30.556,31.579,11.111,15.789,43.056,63.158,0.385,0.498,4.418,6.1,4.14,5.236,4.909,9.643,-0.588,28.955,-5.916,-5.432,,,,,,-33.333,,,2025-06-11
686701,2025,2025-06-19,SD,LAD,21.333,22.388,10.667,11.94,10.667,10.448,24.516,25.267,15.714,16.923,93.82,93.801,2408.71,2410.429,36.0,38.636,46.0,43.182,8.0,9.091,32.0,34.091,0.351,0.37,4.047,4.276,4.489,4.418,2.368,2.647,-0.02,1.718,0.751,-0.219,,,,,,5.556,5.194,5.4,2025-06-24
686701,2025,2025-06-24,SD,WSH,20.43,20.732,9.677,10.976,10.753,9.756,24.409,25.148,15.819,17.089,93.671,93.548,2402.869,2401.11,32.812,33.929,45.312,42.857,7.812,8.929,32.812,33.929,0.356,0.378,3.734,4.019,4.467,4.497,1.901,2.177,-0.124,-1.759,0.738,-0.997,,,,,,26.316,3.628,3.857,2025-07-11
686701,2025,2025-07-11,SD,PHI,20.721,21.649,10.811,12.371,9.91,9.278,24.667,25.313,15.64,17.204,93.615,93.492,2398.375,2395.228,33.333,34.375,44.0,40.625,6.667,6.25,34.667,34.375,0.36,0.369,3.693,3.97,4.557,4.529,2.333,2.739,-0.123,-3.148,0.647,-0.632,11.475,4.18,1.723,3.483,15.7,0.0,5.748,0.0,2025-07-29
686701,2025,2025-07-29,SD,NYM,23.077,27.368,10.769,12.632,12.308,14.737,25.564,27.136,17.671,20.0,93.573,93.363,2404.124,2403.729,30.588,29.825,47.059,43.86,8.235,8.772,37.647,40.351,0.396,0.431,4.174,4.1,4.42,4.029,2.558,2.739,-0.21,-0.396,1.572,2.429,15.044,3.933,2.25,4.029,28.0,0.0,5.036,1.588,2025-08-05
686701,2025,2025-08-05,KC,BOS,22.819,27.66,12.081,12.766,10.738,14.894,25.691,27.342,17.832,20.635,93.551,93.234,2400.292,2387.94,31.25,30.357,46.875,44.643,7.292,8.929,37.5,42.857,0.381,0.434,4.156,4.145,4.58,4.072,2.25,2.864,-0.316,-12.351,1.651,4.155,17.857,3.716,1.976,3.868,27.3,31.818,2.125,3.176,2025-08-10
686701,2025,2025-08-10,KC,MIN,21.302,21.277,11.834,12.766,9.467,8.511,26.429,27.949,17.988,19.681,93.481,93.163,2394.995,2382.154,33.036,30.645,45.536,45.161,7.143,6.452,37.5,41.935,0.366,0.378,4.06,4.071,4.642,4.77,2.16,1.985,-0.318,-12.84,1.52,-0.957,12.389,4.353,4.32,3.94,25.0,20.833,2.995,3.6,2025-08-17
686701,2025,2025-08-17,KC,CWS,23.037,25.51,10.995,12.245,12.042,13.265,27.63,30.637,19.126,22.222,93.399,93.077,2391.301,2377.624,32.8,32.787,44.8,44.262,7.2,6.557,37.6,42.623,0.369,0.383,3.945,4.156,4.341,4.214,2.282,2.662,-0.322,-13.677,3.007,1.223,10.185,4.51,4.875,3.725,24.0,19.048,3.448,1.588,2025-08-22
686701,2025,2025-08-22,KC,DET,23.721,26.923,10.698,10.577,13.023,16.346,27.489,30.415,20.096,24.638,93.328,92.94,2389.918,2378.476,30.714,27.692,43.571,43.077,7.143,7.692,39.286,44.615,0.377,0.396,3.96,4.245,4.212,3.844,2.408,2.487,-0.388,-11.442,2.926,3.323,8.046,4.839,5.891,3.591,18.3,3.846,5.841,1.5,2025-08-27
686701,2025,2025-08-27,KC,CWS,23.729,24.528,10.169,9.434,13.559,15.094,27.31,29.412,20.302,23.364,93.326,92.945,2388.831,2365.239,30.968,31.429,43.226,38.571,7.742,7.143,40.645,44.286,0.379,0.357,3.979,3.746,4.137,3.797,2.328,2.051,-0.381,-23.591,2.102,1.535,9.836,4.351,8.027,2.776,12.3,15.789,3.995,0.0,2025-09-03
686701,2025,2025-09-03,KC,LAA,22.519,22.124,9.924,7.08,12.595,15.044,27.425,29.759,19.96,22.727,93.27,92.812,2385.588,2361.639,30.114,28.75,44.318,41.25,7.386,7.5,38.636,40.0,0.369,0.354,4.1,4.029,4.297,3.933,2.25,2.25,-0.458,-23.949,2.334,2.449,,,,,,4.348,5.791,21.6,2025-09-08
686701,2025,2025-09-08,KC,CLE,23.132,25.893,10.32,8.036,12.811,17.857,27.006,27.887,20.438,24.091,93.256,92.859,2392.774,2388.85,29.032,22.973,44.624,43.243,7.527,8.108,37.634,37.838,0.365,0.364,3.984,3.868,4.275,3.716,2.087,1.976,-0.397,-3.924,0.881,5.046,,,,,,10.526,3.598,6.75,2025-09-13
686701,2025,2025-09-13,KC,PHI,22.368,21.239,10.197,8.85,12.171,12.389,27.177,26.386,20.377,22.477,93.26,93.003,2394.086,2399.249,27.586,19.231,43.842,42.308,7.389,7.692,37.438,37.179,0.374,0.381,3.943,3.94,4.345,4.353,2.986,4.32,-0.257,5.163,-0.792,0.218,,,,,,,,,
608337,2025,2025-05-17,BOS,ATL,20.29,20.29,5.797,5.797,14.493,14.493,28.175,28.175,16.26,16.26,92.96,92.96,2191.194,2191.194,44.0,44.0,32.0,32.0,8.0,8.0,42.0,42.0,0.367,0.367,3.712,3.712,3.585,3.585,5.51,5.51,0.0,0.0,0.0,0.0,14.286,3.521,3.284,2.776,24.7,15.385,3.097,0.0,2025-05-24
608337,2025,2025-05-24,BOS,BAL,18.681,18.681,6.593,6.593,12.088,12.088,26.471,26.471,15.951,15.951,93.131,93.131,2209.442,2209.442,43.284,43.284,35.821,35.821,10.448,10.448,41.791,41.791,0.415,0.415,5.51,5.51,4.078,4.078,7.082,7.082,0.0,0.0,0.0,0.0,13.725,3.866,4.875,3.933,24.0,4.762,4.381,1.929,2025-05-30
608337,2025,2025-05-30,BOS,ATL,19.658,19.658,6.838,6.838,12.821,12.821,26.196,26.196,16.19,16.19,93.176,93.176,2207.1,2207.1,45.238,45.238,33.333,33.333,9.524,9.524,40.476,40.476,0.411,0.411,4.713,4.713,3.845,3.845,5.4,5.4,0.0,0.0,0.0,0.0,15.455,3.873,4.443,3.594,26.3,0.0,7.288,37.8,2025-06-04
608337,2025,2025-06-04,BOS,LAA,18.841,16.814,7.246,7.08,11.594,9.735,25.954,24.424,15.873,15.566,93.045,92.977,2205.149,2215.754,44.0,45.238,32.0,28.571,9.0,7.143,43.0,40.476,0.421,0.416,4.472,4.087,3.925,3.964,4.883,4.974,-0.068,10.605,-1.53,-1.86,16.8,3.636,1.948,2.914,32.3,4.348,4.263,1.5,2025-06-10
608337,2025,2025-06-10,BOS,TB,17.763,16.981,7.237,7.547,10.526,9.434,25.044,23.573,15.242,15.707,93.084,93.439,2203.424,2230.323,41.071,40.506,32.143,31.646,8.929,7.595,46.429,46.835,0.432,0.437,4.827,4.79,4.095,4.172,6.545,5.704,0.355,26.899,-1.471,-1.092,21.138,3.237,1.705,2.5,31.7,42.857,1.513,0.0,2025-06-16
608337,2025,2025-06-16,BOS,SEA,17.714,16.038,8.0,9.434,9.714,6.604,25.714,24.213,17.089,17.617,93.27,93.519,2212.929,2230.393,41.406,39.744,31.25,30.769,8.594,8.974,46.875,50.0,0.431,0.471,4.587,5.218,4.121,4.506,5.769,5.956,0.249,17.464,-1.501,-3.111,16.667,3.64,2.104,3.022,25.7,13.043,4.505,6.353,2025-06-22
608337,2025,2025-06-22,BOS,SF,20.918,22.857,7.653,8.571,13.265,14.286,27.116,27.644,19.553,22.564,93.426,93.698,2219.838,2229.401,41.304,39.437,32.609,29.577,7.971,5.634,47.826,53.521,0.426,0.436,4.011,2.776,3.773,3.521,5.0,3.284,0.271,9.563,0.528,1.02,17.476,3.686,1.776,2.429,25.3,13.793,4.236,1.286,2025-06-28
608337,2025,2025-06-28,BOS,TOR,21.005,22.549,7.763,8.824,13.242,13.725,27.143,28.18,19.543,23.37,93.421,93.682,2215.301,2224.046,40.26,34.286,34.416,35.714,9.091,8.571,48.052,57.143,0.435,0.464,4.343,3.933,3.855,3.866,5.151,4.875,0.261,8.745,1.037,0.483,16.129,3.766,3.627,4.936,22.3,13.793,3.618,1.174,2025-07-04
