date,game_pk,venue,azimuth,roof,game_time_utc,hour_epoch,hour_source,temp_f,wind_speed_mph,wind_dir_deg,wind_gust_mph,precip_prob,precip_in,pressure_mb,dew_f,humidity_pct,conditions,run_line,home_odds,away_odds,pulled_for_date,logged_at
2026-07-22,824732,Fenway Park,45,Open,2026-07-22T23:10:00Z,1784761200,fcst,80,9.2,240,17.2,20,0.008,1008,69,69.24,Partially cloudy,9,-150,125,2026-07-22,2026-07-22T08:29:06Z
2026-07-22,824896,Truist Park,145,Open,2026-07-22T23:15:00Z,1784761200,fcst,83.9,8.1,210,15,36,0,1013,74.9,74.44,Partially cloudy,8.5,-113,101,2026-07-22,2026-07-22T08:29:06Z
2026-07-22,822873,Globe Life Field,30,Retractable,2026-07-23T00:05:00Z,1784764800,fcst,101.9,10.3,70,13.9,3,0,1009,69,34.82,Clear,8.5,-108,-104,2026-07-22,2026-07-22T08:29:06Z
2026-07-22,824166,Daikin Park,343,Retractable,2026-07-23T00:10:00Z,1784764800,fcst,101,5.8,320,8.1,14,0,1006,74.9,43.73,Partially cloudy,8,-118,106,2026-07-22,2026-07-22T08:29:06Z
2026-07-22,824650,Wrigley Field,37,Open,2026-07-23T00:10:00Z,1784764800,fcst,69,9.2,20,11.4,0,0,1018,52.1,54.83,Clear,8,-117,105,2026-07-22,2026-07-22T08:29:06Z
2026-07-22,823518,Yankee Stadium,75,Open,2026-07-22T17:05:00Z,1784739600,fcst,83,9.2,270,11.4,18,0,1006,71,67.06,Partially cloudy,9.5,-162,145,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,824735,Fenway Park,45,Open,2026-07-22T17:35:00Z,1784743200,fcst,83,12.8,220,20.8,25,0,1005,71,67.06,Partially cloudy,9.5,-137,123,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,823761,American Family Field,129,Retractable,2026-07-22T18:10:00Z,1784743200,fcst,71,8.1,20,11.4,0,0,1017,47,42.48,Partially cloudy,7.5,-140,126,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,824083,Kauffman Stadium,46,Open,2026-07-22T18:10:00Z,1784743200,fcst,81.9,9.2,20,15,2,0,1018,60,47.41,Clear,9,105,-117,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,824327,Coors Field,4,Open,2026-07-22T19:10:00Z,1784746800,fcst,90.9,6.9,20,11.4,31,0,1009,53,27.62,Partially cloudy,11.5,120,-134,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,823110,T-Mobile Park,49,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,88.1,6.9,330,10.3,1,0,1012,61.1,40.49,Clear,8,-150,135,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,825055,Chase Field,,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,99.9,2.2,340,5.8,6,0,1009,65.9,33.26,Clear,9,-116,104,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,824004,Angel Stadium,43.61,Open,2026-07-22T20:07:00Z,1784750400,fcst,81.9,8.1,240,15,1,0,1014,71,69.45,Partially cloudy,9,-115,103,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,823438,Citizens Bank Park,9,Open,2026-07-22T22:40:00Z,1784761200,fcst,81.1,5.8,280,10.3,25,0,1010,67.9,64.41,Partially cloudy,9.5,105,-117,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,824408,Progressive Field,355,Open,2026-07-22T22:40:00Z,1784761200,fcst,69,5.8,320,11.4,16,0,1015,52.1,54.83,Partially cloudy,8,-124,111,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,823519,Yankee Stadium,75,Open,2026-07-22T23:05:00Z,1784761200,fcst,81.1,9.2,310,16.1,9,0,1009,62,52.37,Partially cloudy,9,-163,146,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,822784,Rogers Centre,345,Retractable,2026-07-22T23:07:00Z,1784761200,fcst,67,13.9,300,19.5,0,0,1012,52.1,58.69,Partially cloudy,8.5,-108,-104,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,824732,Fenway Park,45,Open,2026-07-22T23:10:00Z,1784761200,fcst,80,9.2,240,17.2,20,0.008,1008,69,69.24,Partially cloudy,9,-150,125,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,824896,Truist Park,145,Open,2026-07-22T23:15:00Z,1784761200,fcst,83.9,8.1,210,15,36,0,1013,74.9,74.44,Partially cloudy,8.5,-113,101,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,822873,Globe Life Field,30,Retractable,2026-07-23T00:05:00Z,1784764800,fcst,101.9,10.3,70,13.9,3,0,1009,69,34.82,Clear,8.5,-108,-104,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,824166,Daikin Park,343,Retractable,2026-07-23T00:10:00Z,1784764800,fcst,101,5.8,320,8.1,14,0,1006,74.9,43.73,Partially cloudy,8,-118,106,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,824650,Wrigley Field,37,Open,2026-07-23T00:10:00Z,1784764800,fcst,69,9.2,20,11.4,0,0,1018,52.1,54.83,Clear,8,-117,105,2026-07-22,2026-07-22T09:38:39Z
2026-07-22,823518,Yankee Stadium,75,Open,2026-07-22T17:05:00Z,1784739600,fcst,83,10.3,260,17.2,10,0,1007,67.9,60.4,Partially cloudy,9.5,-162,145,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,824735,Fenway Park,45,Open,2026-07-22T17:35:00Z,1784743200,fcst,83,12.8,220,20.8,25,0,1004,71,67.06,Partially cloudy,9.5,-139,125,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,823761,American Family Field,129,Retractable,2026-07-22T18:10:00Z,1784743200,fcst,71,9.2,30,12.8,0,0,1018,47.9,43.94,Partially cloudy,7.5,-140,126,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,824083,Kauffman Stadium,46,Open,2026-07-22T18:10:00Z,1784743200,fcst,81.1,9.2,20,13.9,1,0,1018,58,45.48,Clear,8.5,105,-117,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,824327,Coors Field,4,Open,2026-07-22T19:10:00Z,1784746800,fcst,92.9,6.9,40,11.4,25,0,1010,54.1,27.01,Partially cloudy,11.5,120,-134,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,823110,T-Mobile Park,49,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,89,8.1,330,10.3,0,0,1012,62,40.63,Clear,8,-150,135,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,825055,Chase Field,,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,99.9,2.2,350,5.8,1,0,1010,69,36.96,Clear,9,-116,104,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,824004,Angel Stadium,43.61,Open,2026-07-22T20:07:00Z,1784750400,fcst,83.9,8.1,250,15,1,0,1013,69,60.89,Clear,8.5,-115,103,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,823438,Citizens Bank Park,9,Open,2026-07-22T22:40:00Z,1784761200,fcst,81.9,6.9,300,12.8,9,0,1010,63.9,54.52,Partially cloudy,9.5,105,-117,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,824408,Progressive Field,355,Open,2026-07-22T22:40:00Z,1784761200,fcst,70.1,5.8,320,9.2,17,0,1016,52.1,52.84,Partially cloudy,8,-120,108,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,823519,Yankee Stadium,75,Open,2026-07-22T23:05:00Z,1784761200,fcst,81.1,9.2,310,16.1,9,0,1009,62,52.37,Partially cloudy,9,-163,146,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,822784,Rogers Centre,345,Retractable,2026-07-22T23:07:00Z,1784761200,fcst,67.9,16.1,290,21.9,5,0,1012,51,54.68,Partially cloudy,8,-107,-105,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,824732,Fenway Park,45,Open,2026-07-22T23:10:00Z,1784761200,fcst,80,9.2,240,17.2,20,0.098,1008,67,64.68,Partially cloudy,9,-135,115,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,824896,Truist Park,145,Open,2026-07-22T23:15:00Z,1784761200,fcst,85,8.1,210,15,35,0,1013,74.9,71.9,Partially cloudy,8.5,-115,103,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,822873,Globe Life Field,30,Retractable,2026-07-23T00:05:00Z,1784764800,fcst,101.9,10.3,60,13.9,10,0,1009,70.1,36.13,Clear,8.5,-106,-106,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,824166,Daikin Park,343,Retractable,2026-07-23T00:10:00Z,1784764800,fcst,99.9,5.8,340,9.2,34,0,1006,74,43.84,Partially cloudy,8,-116,104,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,824650,Wrigley Field,37,Open,2026-07-23T00:10:00Z,1784764800,fcst,69,10.3,40,11.4,0,0,1019,51,52.69,Clear,8,-117,105,2026-07-22,2026-07-22T14:11:21Z
2026-07-22,823518,Yankee Stadium,75,Open,2026-07-22T17:05:00Z,1784739600,fcst,83,10.3,260,17.2,10,0,1007,67.9,60.4,Partially cloudy,9.5,-177,158,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,824735,Fenway Park,45,Open,2026-07-22T17:35:00Z,1784743200,fcst,83,12.8,220,20.8,25,0,1004,71,67.06,Partially cloudy,9.5,-155,139,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,823761,American Family Field,129,Retractable,2026-07-22T18:10:00Z,1784743200,fcst,71,9.2,30,12.8,0,0,1018,47.9,43.94,Partially cloudy,7.5,-155,139,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,824083,Kauffman Stadium,46,Open,2026-07-22T18:10:00Z,1784743200,fcst,81.1,9.2,20,13.9,1,0,1018,58,45.48,Clear,8.5,112,-125,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,824327,Coors Field,4,Open,2026-07-22T19:10:00Z,1784746800,fcst,92.9,6.9,40,11.4,25,0,1010,54.1,27.01,Partially cloudy,11.5,120,-134,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,823110,T-Mobile Park,49,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,89,8.1,330,10.3,0,0,1012,62,40.63,Clear,8,-150,135,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,825055,Chase Field,,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,99.9,2.2,350,5.8,1,0,1010,69,36.96,Clear,8.5,-129,116,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,824004,Angel Stadium,43.61,Open,2026-07-22T20:07:00Z,1784750400,fcst,83.9,8.1,250,15,1,0,1013,69,60.89,Clear,8.5,-128,115,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,823438,Citizens Bank Park,9,Open,2026-07-22T22:40:00Z,1784761200,fcst,81.9,6.9,300,12.8,9,0,1010,63.9,54.52,Partially cloudy,9.5,105,-117,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,824408,Progressive Field,355,Open,2026-07-22T22:40:00Z,1784761200,fcst,70.1,5.8,320,9.2,17,0,1016,52.1,52.84,Partially cloudy,8,-120,108,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,823519,Yankee Stadium,75,Open,2026-07-22T23:05:00Z,1784761200,fcst,81.1,9.2,310,16.1,9,0,1009,62,52.37,Partially cloudy,9,-163,146,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,822784,Rogers Centre,345,Retractable,2026-07-22T23:07:00Z,1784761200,fcst,67.9,16.1,290,21.9,5,0,1012,51,54.68,Partially cloudy,8,-107,-105,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,824732,Fenway Park,45,Open,2026-07-22T23:10:00Z,1784761200,fcst,80,9.2,240,17.2,20,0.098,1008,67,64.68,Partially cloudy,9,-135,115,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,824896,Truist Park,145,Open,2026-07-22T23:15:00Z,1784761200,fcst,85,8.1,210,15,35,0,1013,74.9,71.9,Partially cloudy,8.5,-115,103,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,822873,Globe Life Field,30,Retractable,2026-07-23T00:05:00Z,1784764800,fcst,101.9,10.3,60,13.9,10,0,1009,70.1,36.13,Clear,8.5,-106,-106,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,824166,Daikin Park,343,Retractable,2026-07-23T00:10:00Z,1784764800,fcst,99.9,5.8,340,9.2,34,0,1006,74,43.84,Partially cloudy,8,-116,104,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,824650,Wrigley Field,37,Open,2026-07-23T00:10:00Z,1784764800,fcst,69,10.3,40,11.4,0,0,1019,51,52.69,Clear,8,-117,105,2026-07-22,2026-07-22T16:01:37Z
2026-07-22,823518,Yankee Stadium,75,Open,2026-07-22T17:05:00Z,1784739600,fcst,83,10.3,260,17.2,10,0,1007,67.9,60.4,Partially cloudy,9.5,-196,175,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,824735,Fenway Park,45,Open,2026-07-22T17:35:00Z,1784743200,fcst,83,12.8,220,20.8,25,0,1004,71,67.06,Partially cloudy,9.5,-155,139,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,823761,American Family Field,129,Retractable,2026-07-22T18:10:00Z,1784743200,fcst,71,9.2,30,12.8,0,0,1018,47.9,43.94,Partially cloudy,7.5,-155,139,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,824083,Kauffman Stadium,46,Open,2026-07-22T18:10:00Z,1784743200,fcst,81.1,9.2,20,13.9,1,0,1018,58,45.48,Clear,8.5,114,-127,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,824327,Coors Field,4,Open,2026-07-22T19:10:00Z,1784746800,fcst,92.9,6.9,40,11.4,25,0,1010,54.1,27.01,Partially cloudy,11.5,120,-134,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,823110,T-Mobile Park,49,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,89,8.1,330,10.3,0,0,1012,62,40.63,Clear,8,-150,135,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,825055,Chase Field,,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,99.9,2.2,350,5.8,1,0,1010,69,36.96,Clear,8.5,-129,116,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,824004,Angel Stadium,43.61,Open,2026-07-22T20:07:00Z,1784750400,fcst,83.9,8.1,250,15,1,0,1013,69,60.89,Clear,8.5,-128,115,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,823438,Citizens Bank Park,9,Open,2026-07-22T22:40:00Z,1784761200,fcst,81.9,6.9,300,12.8,9,0,1010,63.9,54.52,Partially cloudy,9.5,105,-117,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,824408,Progressive Field,355,Open,2026-07-22T22:40:00Z,1784761200,fcst,70.1,5.8,320,9.2,17,0,1016,52.1,52.84,Partially cloudy,8,-120,108,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,823519,Yankee Stadium,75,Open,2026-07-22T23:05:00Z,1784761200,fcst,81.1,9.2,310,16.1,9,0,1009,62,52.37,Partially cloudy,9,-163,146,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,822784,Rogers Centre,345,Retractable,2026-07-22T23:07:00Z,1784761200,fcst,67.9,16.1,290,21.9,5,0,1012,51,54.68,Partially cloudy,8,-107,-105,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,824732,Fenway Park,45,Open,2026-07-22T23:10:00Z,1784761200,fcst,80,9.2,240,17.2,20,0.098,1008,67,64.68,Partially cloudy,9,-135,115,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,824896,Truist Park,145,Open,2026-07-22T23:15:00Z,1784761200,fcst,85,8.1,210,15,35,0,1013,74.9,71.9,Partially cloudy,8.5,-115,103,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,822873,Globe Life Field,30,Retractable,2026-07-23T00:05:00Z,1784764800,fcst,101.9,10.3,60,13.9,10,0,1009,70.1,36.13,Clear,8.5,-106,-106,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,824166,Daikin Park,343,Retractable,2026-07-23T00:10:00Z,1784764800,fcst,99.9,5.8,340,9.2,34,0,1006,74,43.84,Partially cloudy,8,-116,104,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,824650,Wrigley Field,37,Open,2026-07-23T00:10:00Z,1784764800,fcst,69,10.3,40,11.4,0,0,1019,51,52.69,Clear,8,-117,105,2026-07-22,2026-07-22T17:16:58Z
2026-07-22,823518,Yankee Stadium,75,Open,2026-07-22T17:05:00Z,1784739600,obs,85.2,11.4,260,18.3,0,0,1007,65.2,51.35,Partially cloudy,9.5,-196,175,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,824735,Fenway Park,45,Open,2026-07-22T17:35:00Z,1784743200,obs,82.8,14.6,191,21.9,0,0,1005.6,69.9,65.09,Partially cloudy,9.5,-155,139,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,823761,American Family Field,129,Retractable,2026-07-22T18:10:00Z,1784743200,obs,69.9,1.2,7,20.8,0,0,1020,44.7,40.22,Partially cloudy,7.5,-155,139,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,824083,Kauffman Stadium,46,Open,2026-07-22T18:10:00Z,1784743200,obs,79.7,11.9,46,19.7,0,0,1018.5,55.8,43.94,Clear,8.5,114,-127,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,824327,Coors Field,4,Open,2026-07-22T19:10:00Z,1784746800,fcst,92.9,6.9,40,11.4,25,0,1010,54.1,27.01,Partially cloudy,11.5,134,-149,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,823110,T-Mobile Park,49,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,89,8.1,330,10.3,0,0,1012,62,40.63,Clear,8,-155,139,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,825055,Chase Field,,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,99.9,2.2,350,5.8,1,0,1010,69,36.96,Clear,8.5,-129,116,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,824004,Angel Stadium,43.61,Open,2026-07-22T20:07:00Z,1784750400,fcst,83.9,8.1,250,15,1,0,1013,69,60.89,Clear,8.5,-128,115,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,823438,Citizens Bank Park,9,Open,2026-07-22T22:40:00Z,1784761200,fcst,81.9,6.9,300,12.8,9,0,1010,63.9,54.52,Partially cloudy,9.5,105,-117,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,824408,Progressive Field,355,Open,2026-07-22T22:40:00Z,1784761200,fcst,70.1,4.7,310,9.2,17,0,1016,52.1,52.84,Partially cloudy,8,-120,108,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,823519,Yankee Stadium,75,Open,2026-07-22T23:05:00Z,1784761200,fcst,81.1,9.2,310,16.1,9,0,1009,62,52.37,Partially cloudy,9,-163,146,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,822784,Rogers Centre,345,Retractable,2026-07-22T23:07:00Z,1784761200,fcst,65.9,13.9,290,20.8,2,0,1012,49.9,56.25,Partially cloudy,8,-107,-105,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,824732,Fenway Park,45,Open,2026-07-22T23:10:00Z,1784761200,fcst,80,9.2,240,17.2,20,0.098,1008,67,64.68,Partially cloudy,9,-135,115,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,824896,Truist Park,145,Open,2026-07-22T23:15:00Z,1784761200,fcst,85,8.1,210,15,35,0,1013,74.9,71.9,Partially cloudy,8.5,-115,103,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,822873,Globe Life Field,30,Retractable,2026-07-23T00:05:00Z,1784764800,fcst,101.9,10.3,60,13.9,10,0,1009,70.1,36.13,Clear,8.5,-106,-106,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,824166,Daikin Park,343,Retractable,2026-07-23T00:10:00Z,1784764800,fcst,99.9,5.8,340,9.2,35,0,1006,74,43.84,Partially cloudy,8,-114,102,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,824650,Wrigley Field,37,Open,2026-07-23T00:10:00Z,1784764800,fcst,71,10.3,40,11.4,0,0,1019,51,49.24,Clear,8,-117,105,2026-07-22,2026-07-22T18:36:04Z
2026-07-22,823518,Yankee Stadium,75,Open,2026-07-22T17:05:00Z,1784739600,obs,85.2,11.4,260,18.3,0,0,1007,65.2,51.35,Partially cloudy,9.5,-196,175,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,824735,Fenway Park,45,Open,2026-07-22T17:35:00Z,1784743200,obs,82.8,14.6,191,21.9,0,0,1005.6,69.9,65.09,Partially cloudy,9.5,-155,139,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,823761,American Family Field,129,Retractable,2026-07-22T18:10:00Z,1784743200,obs,69.9,1.2,7,20.8,0,0,1020,44.7,40.22,Partially cloudy,7.5,-155,139,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,824083,Kauffman Stadium,46,Open,2026-07-22T18:10:00Z,1784743200,obs,79.7,11.9,46,19.7,0,0,1018.5,55.8,43.94,Clear,8.5,114,-127,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,824327,Coors Field,4,Open,2026-07-22T19:10:00Z,1784746800,fcst,92.9,6.9,40,11.4,25,0,1010,54.1,27.01,Partially cloudy,11.5,122,-136,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,823110,T-Mobile Park,49,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,89,8.1,330,10.3,0,0,1012,62,40.63,Clear,8,-155,139,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,825055,Chase Field,,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,99.9,2.2,350,5.8,1,0,1010,69,36.96,Clear,8.5,-129,116,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,824004,Angel Stadium,43.61,Open,2026-07-22T20:07:00Z,1784750400,fcst,83.9,8.1,250,15,1,0,1013,69,60.89,Clear,8.5,-143,128,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,823438,Citizens Bank Park,9,Open,2026-07-22T22:40:00Z,1784761200,fcst,81.9,6.9,300,12.8,9,0,1010,63.9,54.52,Partially cloudy,9.5,110,-122,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,824408,Progressive Field,355,Open,2026-07-22T22:40:00Z,1784761200,fcst,70.1,4.7,310,9.2,17,0,1016,52.1,52.84,Partially cloudy,8,-140,126,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,823519,Yankee Stadium,75,Open,2026-07-22T23:05:00Z,1784761200,fcst,83,11.4,290,18.3,2,0,1010,62,49.11,Clear,9,-180,161,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,822784,Rogers Centre,345,Retractable,2026-07-22T23:07:00Z,1784761200,fcst,65.9,13.9,290,20.8,2,0,1012,49.9,56.25,Partially cloudy,8,-107,-105,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,824732,Fenway Park,45,Open,2026-07-22T23:10:00Z,1784761200,fcst,80,9.2,240,17.2,20,0.098,1008,67,64.68,Partially cloudy,9,-117,105,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,824896,Truist Park,145,Open,2026-07-22T23:15:00Z,1784761200,fcst,85,8.1,210,15,35,0,1013,74.9,71.9,Partially cloudy,8.5,-115,103,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,822873,Globe Life Field,30,Retractable,2026-07-23T00:05:00Z,1784764800,fcst,101.9,10.3,60,13.9,10,0,1009,70.1,36.13,Clear,8.5,105,-117,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,824166,Daikin Park,343,Retractable,2026-07-23T00:10:00Z,1784764800,fcst,99.9,5.8,340,9.2,35,0,1006,74,43.84,Partially cloudy,8,-114,102,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,824650,Wrigley Field,37,Open,2026-07-23T00:10:00Z,1784764800,fcst,71,10.3,40,11.4,0,0,1019,51,49.24,Clear,8,-121,109,2026-07-22,2026-07-22T21:05:05Z
2026-07-22,823518,Yankee Stadium,75,Open,2026-07-22T17:05:00Z,1784739600,obs,85.2,11.4,260,18.3,0,0,1007,65.2,51.35,Partially cloudy,9.5,-196,175,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,824735,Fenway Park,45,Open,2026-07-22T17:35:00Z,1784743200,obs,82.8,14.6,191,21.9,0,0,1005.6,69.9,65.09,Partially cloudy,9.5,-155,139,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,823761,American Family Field,129,Retractable,2026-07-22T18:10:00Z,1784743200,obs,69.9,1.2,7,20.8,0,0,1020,44.7,40.22,Partially cloudy,7.5,-155,139,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,824083,Kauffman Stadium,46,Open,2026-07-22T18:10:00Z,1784743200,obs,79.7,11.9,46,19.7,0,0,1018.5,55.8,43.94,Clear,8.5,114,-127,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,824327,Coors Field,4,Open,2026-07-22T19:10:00Z,1784746800,fcst,92.9,6.9,40,11.4,25,0,1010,54.1,27.01,Partially cloudy,11.5,122,-136,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,823110,T-Mobile Park,49,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,89,8.1,330,10.3,0,0,1012,62,40.63,Clear,8,-155,139,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,825055,Chase Field,,Retractable,2026-07-22T19:40:00Z,1784750400,fcst,99.9,2.2,350,5.8,1,0,1010,69,36.96,Clear,8.5,-129,116,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,824004,Angel Stadium,43.61,Open,2026-07-22T20:07:00Z,1784750400,fcst,83.9,8.1,250,15,1,0,1013,69,60.89,Clear,8.5,-143,128,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,823438,Citizens Bank Park,9,Open,2026-07-22T22:40:00Z,1784761200,fcst,81.9,6.9,300,12.8,9,0,1010,63.9,54.52,Partially cloudy,9.5,110,-122,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,824408,Progressive Field,355,Open,2026-07-22T22:40:00Z,1784761200,fcst,70.1,4.7,310,9.2,17,0,1016,52.1,52.84,Partially cloudy,8,-140,126,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,823519,Yankee Stadium,75,Open,2026-07-22T23:05:00Z,1784761200,fcst,83,11.4,290,18.3,2,0,1010,62,49.11,Clear,9,-180,161,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,822784,Rogers Centre,345,Retractable,2026-07-22T23:07:00Z,1784761200,fcst,65.9,13.9,290,20.8,2,0,1012,49.9,56.25,Partially cloudy,7.5,-107,-105,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,824732,Fenway Park,45,Open,2026-07-22T23:10:00Z,1784761200,fcst,80,9.2,240,17.2,20,0.098,1008,67,64.68,Partially cloudy,9,-124,111,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,824896,Truist Park,145,Open,2026-07-22T23:15:00Z,1784761200,fcst,85,8.1,210,15,35,0,1013,74.9,71.9,Partially cloudy,8.5,-115,103,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,822873,Globe Life Field,30,Retractable,2026-07-23T00:05:00Z,1784764800,fcst,101.9,10.3,60,13.9,10,0,1009,70.1,36.13,Clear,8.5,105,-117,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,824166,Daikin Park,343,Retractable,2026-07-23T00:10:00Z,1784764800,fcst,99.9,5.8,340,9.2,35,0,1006,74,43.84,Partially cloudy,8,-114,102,2026-07-22,2026-07-22T22:09:19Z
2026-07-22,824650,Wrigley Field,37,Open,2026-07-23T00:10:00Z,1784764800,fcst,71,10.3,40,11.4,0,0,1019,51,49.24,Clear,8,-121,109,2026-07-22,2026-07-22T22:09:19Z
