season,team,lineup_xwoba,lu_oaa,rot_top2,lu_kpct
2025,116,0.3224398540596544,-0.0518518518518518,60.75694614320542,0.2313564735265759
2024,116,0.3135342915757141,1.769841269841269,52.607107538989496,0.244493648613722
2025,141,0.3305735142656001,2.888888888888889,46.51749997375136,0.1921747758631765
2024,117,0.3273429148979139,0.9444444444444446,45.32863760949179,0.1898870975537996
2020,135,0.3505337095428665,2.4285714285714284,54.24013016168168,0.2190768278463012
2021,158,0.316674327436362,-1.2013888888888888,62.64583668306549,0.2274497547230147
2020,158,0.327450060147156,0.1871345029239766,54.33181420851163,0.2488499098079883
2022,147,0.3271972234300346,1.4375000000000002,57.81276826697707,0.2232882741440985
2021,119,0.3420023950638418,-0.7407407407407407,57.100424165789065,0.2074581190097665
2020,119,0.3485939884935826,1.162962962962963,68.51984504712564,0.2137012229222294
2023,110,0.3203050726672362,-0.6148148148148148,45.81271135418601,0.2230529784137485
2016,110,0.3295651461835183,0.5902777777777772,51.072339666995205,0.2117701430368287
2026,145,0.3182404927148426,1.7185185185185186,53.81786217750325,0.2403988015226696
2015,119,0.3249065914314507,0.0,55.2021066971329,0.2040504925496419
2021,139,0.3202217778579797,1.8962962962962964,57.95292396690013,0.235777165637456
2020,139,0.3225557803903727,0.4236111111111112,71.2852340210895,0.2547737879082425
